"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1004.2","...","1006.1","2016-04-01 10:35","1002.6","2016-04-01 03:39","21.8","25.3","2016-04-01 15:43","20.0","2016-04-01 06:20","...","85","67","2016-04-01 15:43","0.6","1","3.1","344","2016-04-01 01:24","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1004.9","...","1006.8","2016-04-02 08:45","1002.6","2016-04-02 15:12","23.7","28.1","2016-04-02 14:14","20.3","2016-04-02 04:20","...","80","60","2016-04-02 14:54","0.9","261","5.3","282","2016-04-02 15:39","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1003.6","...","1005.4","2016-04-04 00:00","1002.1","2016-04-03 23:59","24.5","29.4","2016-04-03 11:59","20.4","2016-04-03 03:22","...","80","61","2016-04-03 11:44","1.7","99","9.3","263","2016-04-03 12:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1002.6","...","1004.1","2016-04-04 09:20","1000.9","2016-04-04 15:19","24.5","29.8","2016-04-04 15:10","20.0","2016-04-04 05:02","...","78","58","2016-04-04 15:10","1.0","81","5.7","317","2016-04-04 15:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1003.8","...","1005.7","2016-04-05 09:00","1002.0","2016-04-05 15:49","24.2","28.8","2016-04-05 15:05","21.2","2016-04-05 01:40","...","81","60","2016-04-05 12:36","1.1","75","6.2","298","2016-04-05 12:45","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1002.8","...","1005.3","2016-04-06 09:32","1000.2","2016-04-06 14:38","25.5","31.4","2016-04-06 13:47","20.4","2016-04-06 05:52","...","76","52","2016-04-06 13:55","1.8","98","8.4","253","2016-04-06 13:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1002.7","...","1004.9","2016-04-07 21:47","1000.4","2016-04-07 15:18","26.9","33.0","2016-04-07 13:07","21.8","2016-04-07 04:00","...","76","46","2016-04-07 11:10","2.3","245","11.9","229","2016-04-07 12:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1003.1","...","1004.5","2016-04-08 00:38","1001.0","2016-04-08 15:22","25.6","31.4","2016-04-08 13:53","21.6","2016-04-08 23:20","...","78","42","2016-04-08 13:45","1.4","48","8.6","314","2016-04-08 14:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1001.9","...","1004.2","2016-04-09 00:22","998.7","2016-04-09 16:01","24.9","29.2","2016-04-09 14:02","21.6","2016-04-09 04:50","...","78","57","2016-04-09 16:04","1.3","93","8.5","317","2016-04-09 12:57","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","999.9","...","1002.3","2016-04-10 21:21","997.4","2016-04-10 19:30","24.4","30.2","2016-04-10 11:06","20.7","2016-04-10 18:47","...","79","48","2016-04-10 11:25","1.7","5","11.5","316","2016-04-10 16:38","21.5","...","...","","...","","...","...","...","...","...","...","","..."
