"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1008.4","...","1010.1","2019-04-01 09:13","1007.3","2019-04-01 16:59","17.8","19.0","2019-04-01 00:16","17.0","2019-04-01 20:34","...","86","75","2019-04-01 00:39","0.6","15","4.1","343","2019-04-01 11:53","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1007.1","...","1009.4","2019-04-02 09:46","1004.6","2019-04-02 15:26","20.7","26.0","2019-04-02 12:11","16.6","2019-04-02 01:00","...","82","60","2019-04-02 12:04","0.8","296","5.5","336","2019-04-02 15:14","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"03","1006.5","...","1008.8","2019-04-03 08:25","1003.9","2019-04-03 15:19","21.6","27.2","2019-04-03 15:03","19.1","2019-04-03 06:20","...","82","57","2019-04-03 15:37","1.1","6","8.6","320","2019-04-03 15:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1005.0","...","1006.7","2019-04-04 08:46","1002.5","2019-04-04 15:48","21.5","26.6","2019-04-04 15:01","17.6","2019-04-04 06:00","...","84","67","2019-04-04 11:08","1.0","27","6.1","322","2019-04-04 16:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1002.7","...","1004.9","2019-04-06 00:00","1000.4","2019-04-05 16:00","21.9","26.9","2019-04-05 16:00","19.3","2019-04-05 01:46","...","85","64","2019-04-05 16:30","0.9","295","4.4","332","2019-04-05 15:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1002.5","...","1004.1","2019-04-06 10:21","1000.5","2019-04-06 16:33","23.2","28.4","2019-04-06 14:00","18.3","2019-04-06 04:01","...","79","59","2019-04-06 13:36","1.0","222","6.1","167","2019-04-06 11:39","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1002.2","...","1003.4","2019-04-07 09:57","1000.8","2019-04-07 15:32","24.2","29.0","2019-04-07 15:49","19.5","2019-04-07 05:01","...","76","56","2019-04-07 15:47","1.2","109","6.1","307","2019-04-07 12:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1002.1","...","1003.6","2019-04-08 10:16","1000.6","2019-04-08 16:06","24.9","29.6","2019-04-08 13:58","20.7","2019-04-08 05:08","...","74","55","2019-04-08 12:18","1.2","100","5.3","314","2019-04-08 11:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1000.9","...","1003.0","2019-04-09 00:01","998.6","2019-04-09 15:39","26.1","32.4","2019-04-09 13:05","20.3","2019-04-09 05:32","...","75","48","2019-04-09 13:06","1.7","100","9.2","267","2019-04-09 12:01","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1000.8","...","1002.3","2019-04-10 10:03","998.5","2019-04-10 16:17","26.3","30.2","2019-04-10 13:25","21.7","2019-04-10 06:03","...","77","60","2019-04-10 09:07","1.4","114","6.5","288","2019-04-10 14:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1000.6","...","1004.0","2019-04-11 21:23","998.5","2019-04-11 13:05","24.7","31.0","2019-04-11 13:17","20.5","2019-04-11 21:51","...","78","47","2019-04-11 11:56","1.6","214","8.7","257","2019-04-11 12:52","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1003.4","...","1006.7","2019-04-12 22:55","1001.5","2019-04-12 02:27","22.0","26.2","2019-04-12 12:56","18.9","2019-04-12 04:51","...","77","62","2019-04-12 13:57","1.2","6","5.5","323","2019-04-12 10:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1004.0","...","1005.9","2019-04-13 09:51","1001.9","2019-04-13 02:03","23.0","28.5","2019-04-13 14:14","19.4","2019-04-13 06:01","...","80","59","2019-04-13 14:15","1.0","64","8.3","321","2019-04-13 14:42","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
