"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1002.3","...","1004.2","2018-04-01 10:36","1000.5","2018-04-01 16:24","23.4","28.4","2018-04-01 13:48","18.7","2018-04-01 06:20","...","80","46","2018-04-01 15:51","1.2","93","7.0","235","2018-04-01 13:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1002.8","...","1004.1","2018-04-02 22:41","1000.9","2018-04-02 15:28","23.4","27.9","2018-04-02 12:44","20.0","2018-04-02 23:59","...","81","50","2018-04-02 11:44","1.1","68","6.2","299","2018-04-02 15:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1003.4","...","1005.1","2018-04-03 10:14","1002.0","2018-04-03 03:44","22.9","27.8","2018-04-03 11:39","19.8","2018-04-03 00:32","...","81","53","2018-04-03 11:38","1.1","103","6.4","316","2018-04-03 13:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1002.4","...","1004.4","2018-04-04 10:08","1000.6","2018-04-04 16:21","23.1","28.3","2018-04-04 15:52","19.0","2018-04-04 02:47","...","80","53","2018-04-04 15:53","0.8","99","5.3","315","2018-04-04 13:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1001.5","...","1002.9","2018-04-05 09:33","999.8","2018-04-05 15:09","24.1","29.1","2018-04-05 12:16","20.0","2018-04-05 06:21","...","81","52","2018-04-05 12:17","0.9","108","7.4","317","2018-04-05 14:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1003.3","...","1008.0","2018-04-06 23:28","1000.2","2018-04-06 03:19","21.9","28.8","2018-04-06 12:27","16.4","2018-04-06 23:56","...","78","57","2018-04-06 12:22","1.4","93","9.1","319","2018-04-06 13:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1009.7","...","1011.4","2018-04-07 21:24","1007.4","2018-04-07 03:19","16.5","18.4","2018-04-07 11:49","14.9","2018-04-07 04:55","...","64","53","2018-04-07 11:46","0.7","19","5.1","319","2018-04-07 13:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1008.7","...","1010.5","2018-04-08 00:01","1007.2","2018-04-08 14:38","18.9","24.9","2018-04-08 14:03","12.7","2018-04-08 06:02","...","70","43","2018-04-08 11:50","1.5","305","8.1","286","2018-04-08 13:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1007.3","...","1009.3","2018-04-09 08:33","1005.1","2018-04-09 15:29","20.0","26.5","2018-04-09 14:07","14.6","2018-04-09 05:03","...","66","38","2018-04-09 14:12","1.5","100","6.4","313","2018-04-09 16:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1004.5","...","1006.6","2018-04-10 00:30","1002.2","2018-04-10 16:03","22.7","29.5","2018-04-10 14:18","16.3","2018-04-10 01:51","...","62","33","2018-04-10 09:01","1.6","95","6.9","316","2018-04-10 14:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
