"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","994.2","...","995.8","2017-06-01 10:27","992.1","2017-06-01 17:36","26.1","29.0","2017-06-01 14:00","23.7","2017-06-01 05:12","...","92","76","2017-06-01 13:48","2.3","189","10.2","183","2017-06-01 15:13","33.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","993.8","...","997.0","2017-06-02 20:45","992.6","2017-06-02 03:05","26.1","28.7","2017-06-02 11:54","22.1","2017-06-02 23:09","...","97","88","2017-06-02 13:14","3.7","204","17.7","301","2017-06-02 20:14","179.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","994.0","...","996.3","2017-06-03 23:07","992.1","2017-06-03 18:06","25.6","29.9","2017-06-03 10:56","22.8","2017-06-04 00:00","...","97","86","2017-06-03 10:57","2.7","183","12.3","238","2017-06-03 12:20","447.5","...","...","","...","","...","...","...","...","...","...","","..."
"04","996.0","...","998.2","2017-06-04 23:01","994.3","2017-06-04 01:09","26.1","32.2","2017-06-04 14:39","23.3","2017-06-04 10:35","...","92","57","2017-06-04 14:32","1.5","2","10.8","259","2017-06-04 16:20","74.5","...","...","","...","","...","...","...","...","...","...","","..."
"05","998.4","...","1000.3","2017-06-05 22:52","996.8","2017-06-05 02:11","27.2","30.9","2017-06-05 15:34","23.9","2017-06-05 05:15","...","89","69","2017-06-05 17:11","1.1","96","6.1","280","2017-06-05 08:27","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"06","1000.1","...","1001.2","2017-06-06 23:14","998.2","2017-06-06 14:48","27.6","33.2","2017-06-06 12:55","24.8","2017-06-06 02:02","...","87","57","2017-06-06 15:43","1.6","84","8.6","134","2017-06-06 15:45","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"07","1000.4","...","1001.8","2017-06-07 07:51","998.3","2017-06-07 14:33","28.2","33.3","2017-06-07 13:25","24.5","2017-06-07 04:22","...","84","62","2017-06-07 12:26","1.2","104","11.7","183","2017-06-07 15:02","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1000.5","...","1001.8","2017-06-08 09:44","998.6","2017-06-08 15:25","28.1","32.8","2017-06-08 11:40","24.5","2017-06-08 04:01","...","82","61","2017-06-08 11:44","1.1","119","5.9","321","2017-06-08 14:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","999.9","...","1001.1","2017-06-09 23:00","998.5","2017-06-09 17:20","27.7","33.0","2017-06-09 12:28","24.2","2017-06-09 04:32","...","83","60","2017-06-09 12:33","1.2","111","7.4","330","2017-06-09 13:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","998.8","...","1001.1","2017-06-10 00:13","996.7","2017-06-10 14:50","28.8","33.8","2017-06-10 13:06","24.5","2017-06-10 05:02","...","79","55","2017-06-10 11:27","1.4","104","9.5","261","2017-06-10 14:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
