"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","997.6","...","999.3","2017-06-11 21:51","994.8","2017-06-11 16:47","29.8","35.3","2017-06-11 12:54","24.8","2017-06-11 05:28","...","76","50","2017-06-11 13:26","1.7","205","9.6","213","2017-06-11 16:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","998.3","...","1001.5","2017-06-12 23:06","995.8","2017-06-12 15:32","30.0","34.7","2017-06-12 11:45","25.3","2017-06-12 23:59","...","73","52","2017-06-12 11:16","2.0","215","10.0","232","2017-06-12 14:14","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","999.0","...","1001.0","2017-06-14 00:00","997.3","2017-06-13 14:09","29.1","35.2","2017-06-13 12:38","23.9","2017-06-13 18:21","...","74","45","2017-06-13 10:53","2.8","193","13.2","190","2017-06-13 13:35","15.5","...","...","","...","","...","...","...","...","...","...","","..."
"14","999.5","...","1000.8","2017-06-14 10:17","997.5","2017-06-14 03:25","25.6","29.6","2017-06-14 03:26","23.0","2017-06-14 17:14","...","90","61","2017-06-14 02:27","2.5","182","11.7","206","2017-06-14 03:38","80.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","998.5","...","1000.1","2017-06-15 11:02","997.3","2017-06-15 16:02","24.7","26.6","2017-06-15 03:38","22.4","2017-06-15 10:22","...","92","74","2017-06-15 02:08","1.2","215","7.3","191","2017-06-15 20:12","48.5","...","...","","...","","...","...","...","...","...","...","","..."
"16","996.8","...","998.6","2017-06-16 09:23","994.8","2017-06-17 00:00","26.1","31.9","2017-06-16 11:49","23.4","2017-06-16 19:24","...","88","58","2017-06-16 11:59","1.8","204","12.2","176","2017-06-16 14:11","17.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","995.5","...","997.8","2017-06-17 22:51","993.5","2017-06-17 03:45","24.9","26.7","2017-06-17 12:15","23.5","2017-06-17 23:47","...","98","89","2017-06-17 12:14","2.2","189","9.9","163","2017-06-17 04:05","100.5","...","...","","...","","...","...","...","...","...","...","","..."
"18","996.8","...","999.1","2017-06-18 22:24","995.0","2017-06-18 02:51","24.0","24.9","2017-06-18 11:48","23.3","2017-06-18 21:11","...","99","99","2017-06-18 06:30","0.7","138","3.6","341","2017-06-18 18:50","43.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","997.0","...","998.1","2017-06-19 10:41","996.0","2017-06-19 06:18","26.6","30.8","2017-06-19 13:53","22.8","2017-06-19 04:55","...","84","63","2017-06-19 13:53","1.5","63","7.1","217","2017-06-19 11:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","996.5","...","997.9","2017-06-20 08:58","994.6","2017-06-20 04:08","28.0","32.2","2017-06-20 15:15","23.8","2017-06-20 04:10","...","75","55","2017-06-20 12:55","2.2","205","9.8","223","2017-06-20 12:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","997.1","...","999.7","2017-06-21 22:49","995.0","2017-06-21 16:22","29.2","34.4","2017-06-21 12:35","25.1","2017-06-21 05:52","...","71","47","2017-06-21 12:30","2.4","235","10.9","214","2017-06-21 15:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","999.0","...","1000.6","2017-06-22 22:16","997.7","2017-06-22 03:42","28.8","34.2","2017-06-22 12:23","24.4","2017-06-22 05:25","...","77","53","2017-06-22 12:32","1.8","89","8.7","214","2017-06-22 09:50","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","998.3","...","1000.2","2017-06-23 00:02","996.8","2017-06-23 14:20","28.1","33.4","2017-06-23 13:27","24.5","2017-06-23 05:06","...","82","58","2017-06-23 12:00","1.7","118","8.8","261","2017-06-23 14:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","996.9","...","998.5","2017-06-24 21:32","995.0","2017-06-24 15:22","28.3","33.7","2017-06-24 11:46","24.0","2017-06-24 04:50","...","78","52","2017-06-24 11:34","2.3","225","8.6","291","2017-06-24 14:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","997.4","...","999.2","2017-06-25 23:43","996.2","2017-06-25 16:00","29.0","32.4","2017-06-25 11:25","25.4","2017-06-25 00:22","...","74","60","2017-06-25 12:32","2.2","237","8.3","251","2017-06-25 14:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","998.9","...","1000.7","2017-06-26 22:21","997.2","2017-06-26 15:01","29.3","33.6","2017-06-26 13:05","26.0","2017-06-26 05:54","...","75","57","2017-06-26 11:43","2.0","118","9.0","268","2017-06-26 14:53","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","999.9","...","1001.9","2017-06-27 22:27","998.3","2017-06-27 15:30","29.2","33.4","2017-06-27 14:00","24.8","2017-06-27 05:36","...","79","57","2017-06-27 11:24","1.5","219","6.7","276","2017-06-27 13:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1000.2","...","1001.6","2017-06-28 22:59","998.5","2017-06-28 16:27","29.3","34.8","2017-06-28 13:58","25.7","2017-06-28 05:24","...","78","54","2017-06-28 13:58","1.2","25","8.1","119","2017-06-28 17:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","999.8","...","1001.3","2017-06-29 00:01","998.4","2017-06-29 14:49","27.3","34.3","2017-06-29 12:34","23.7","2017-06-29 15:57","...","84","55","2017-06-29 12:33","1.2","101","10.2","100","2017-06-29 15:44","6.5","...","...","","...","","...","...","...","...","...","...","","..."
"30","999.0","...","1000.1","2017-06-30 09:34","997.0","2017-06-30 14:41","26.5","35.0","2017-06-30 12:57","22.6","2017-06-30 16:57","...","84","43","2017-06-30 13:31","1.3","54","15.0","237","2017-06-30 16:23","105.0","...","...","","...","","...","...","...","...","...","...","","..."
