"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1018.0","...","1019.7","2019-04-01 10:11","1016.6","2019-04-01 15:27","19.0","21.2","2019-04-01 13:39","17.4","2019-04-01 23:50","...","78","69","2019-04-01 14:08","5.0","19","11.5","27","2019-04-01 06:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1016.7","...","1019.0","2019-04-02 09:49","1014.1","2019-04-02 16:44","20.8","24.8","2019-04-02 13:33","16.9","2019-04-02 02:00","...","81","66","2019-04-02 13:38","2.0","21","7.9","336","2019-04-02 16:19","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1015.9","...","1018.4","2019-04-03 08:39","1013.4","2019-04-03 15:27","21.7","25.2","2019-04-03 12:11","19.8","2019-04-03 05:48","...","82","66","2019-04-03 12:02","5.2","21","12.7","24","2019-04-03 16:13","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1014.6","...","1016.3","2019-04-04 10:15","1012.2","2019-04-04 16:00","21.6","24.3","2019-04-04 15:38","20.0","2019-04-04 23:17","...","86","77","2019-04-04 11:47","3.1","28","8.1","14","2019-04-04 18:07","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"05","1012.1","...","1014.6","2019-04-06 00:00","1009.9","2019-04-05 16:02","22.3","25.0","2019-04-05 14:46","20.0","2019-04-05 01:02","...","84","72","2019-04-05 14:50","2.3","13","7.9","326","2019-04-05 15:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1012.1","...","1013.9","2019-04-06 10:38","1010.2","2019-04-06 16:51","23.5","26.3","2019-04-06 13:19","20.7","2019-04-06 05:27","...","81","68","2019-04-06 11:29","0.7","136","5.5","270","2019-04-06 11:44","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1011.6","...","1013.2","2019-04-07 09:43","1010.2","2019-04-07 15:53","24.9","27.8","2019-04-07 13:43","20.9","2019-04-07 06:14","...","80","65","2019-04-07 13:39","1.4","132","6.7","265","2019-04-07 11:43","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1011.6","...","1013.1","2019-04-08 10:39","1010.2","2019-04-08 15:44","25.5","27.8","2019-04-08 09:59","22.2","2019-04-08 06:20","...","80","63","2019-04-08 10:10","1.7","255","6.7","271","2019-04-08 13:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1010.4","...","1012.2","2019-04-10 00:00","1008.1","2019-04-09 15:48","26.6","30.1","2019-04-09 13:45","23.8","2019-04-09 06:40","...","81","67","2019-04-09 13:45","3.1","173","10.3","233","2019-04-09 15:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1010.3","...","1012.0","2019-04-10 10:19","1008.0","2019-04-10 16:02","26.0","27.9","2019-04-10 13:55","24.5","2019-04-10 05:52","...","83","70","2019-04-10 13:27","2.1","263","8.0","266","2019-04-10 11:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1010.0","...","1012.4","2019-04-11 21:18","1008.4","2019-04-11 15:20","24.8","29.1","2019-04-11 10:34","21.0","2019-04-11 23:27","...","81","61","2019-04-11 10:34","3.1","8","9.4","21","2019-04-11 18:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1013.0","...","1016.0","2019-04-12 22:29","1011.0","2019-04-12 01:46","22.3","25.6","2019-04-12 12:56","19.7","2019-04-12 06:37","...","76","62","2019-04-12 13:13","4.5","14","11.0","12","2019-04-12 16:42","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"13","1013.5","...","1015.3","2019-04-13 09:13","1011.7","2019-04-13 01:42","23.0","27.5","2019-04-13 11:49","20.1","2019-04-13 05:30","...","82","62","2019-04-13 11:32","3.2","29","10.4","343","2019-04-13 15:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
