"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1001.0","1005.3","27.5","24.6","84","1.5","220","5.1","150","0.0","0.0","...","0.00","...","0","..."
"02","1000.9","1005.2","27.5","24.6","84","2.0","180","9.6","220","0.0","0.0","...","0.00","...","0","..."
"03","1000.8","1005.0","28.4","23.2","73","2.0","240","9.7","150","0.0","0.0","...","0.00","...","0","..."
"04","1000.5","1004.7","28.4","23.2","73","2.1","170","10.2","220","0.0","0.0","...","0.00","...","0","..."
"05","1000.5","1004.7","28.2","23.1","74","1.4","110","10.5","220","0.0","0.0","...","0.00","...","0","..."
"06","1000.9","1005.1","28.6","23.1","72","3.8","190","9.0","200","0.0","0.0","0.5","0.05","...","0","..."
"07","1001.4","1005.6","29.2","23.9","73","1.9","V","12.1","200","0.0","0.0","1.0","0.78","...","0","..."
"08","1001.6","1005.8","29.4","24.7","76","3.9","200","11.4","170","0.0","0.0","1.0","1.40","30.0","2","2.0"
"09","1001.8","1006.0","29.4","24.7","76","5.5","190","13.1","190","0.0","0.0","0.9","2.20","30.0","4","2.0"
"10","1001.6","1005.8","29.4","24.6","75","9.3","190","14.4","200","0.0","0.0","1.0","2.95","...","7","..."
"11","1001.3","1005.5","30.0","25.0","75","7.9","200","15.4","190","0.0","0.0","1.0","3.58","30.0","10","2.0"
"12","1001.0","1005.2","30.4","25.6","76","6.6","190","15.2","200","0.0","0.0","1.0","3.60","...","11","..."
"13","1000.6","1004.8","30.9","25.4","73","1.9","280","14.5","220","0.0","0.0","1.0","3.60","...","11","..."
"14","1000.0","1004.2","30.5","25.8","76","3.3","200","13.7","190","0.0","0.0","1.0","3.60","30.0","10","3.0"
"15","999.2","1003.4","30.3","25.4","75","5.9","200","13.9","220","0.0","0.0","1.0","2.96","...","7","..."
"16","998.8","1003.0","30.1","24.8","73","4.1","190","16.9","190","0.0","0.0","1.0","2.26","...","4","..."
"17","999.0","1003.2","29.4","23.9","72","5.3","200","15.7","210","0.0","0.0","1.0","1.14","25.0","2","5.0"
"18","999.6","1003.8","28.8","24.2","76","4.5","200","15.4","200","0.0","0.0","0.0","0.09","...","0","..."
"19","1000.6","1004.8","28.6","24.1","77","5.2","200","13.9","200","0.0","0.0","0.0","0.00","...","0","..."
"20","1001.4","1005.6","28.4","24.1","78","2.8","210","14.3","180","0.0","0.0","...","0.00","...","0","..."
"21","1002.1","1006.3","28.4","24.0","77","2.8","200","13.1","200","0.0","0.0","...","0.00","...","0","..."
"22","1002.8","1007.1","28.2","24.2","79","2.7","180","12.6","190","0.0","0.0","...","0.00","...","0","..."
"23","1002.6","1006.8","28.3","23.9","77","2.0","230","11.2","200","0.0","0.0","...","0.00","...","0","..."
"24","1002.1","1006.4","28.1","24.2","79","2.2","V","10.7","190","0.0","0.0","...","0.00","...","0","..."
