"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1007.0","...","25.8","...","89","2.0","68","...","...","0.0","...","...","...","...","...","..."
"02","1006.9","...","26.3","...","84","0.8","75","...","...","0.0","...","...","...","...","...","..."
"03","1007.3","...","26.2","...","87","0.7","96","...","...","0.0","...","...","...","...","...","..."
"04","1007.5","...","25.9","...","88","0.3","162","...","...","0.0","...","...","...","...","...","..."
"05","1007.8","...","25.7","...","90","0.6","135","...","...","0.0","...","...","...","...","...","..."
"06","1008.2","...","26.0","...","91","1.2","129","...","...","0.0","...","...","...","...","...","..."
"07","1008.5","...","27.8","...","85","1.5","106","...","...","0.0","...","...","...","...","...","..."
"08","1008.7","...","30.2","...","74","1.2","96","...","...","0.0","...","...","...","...","...","..."
"09","1008.6","...","30.7","...","72","1.5","191","...","...","0.0","...","...","...","...","...","..."
"10","1008.7","...","31.7","...","69","1.8","217","...","...","0.0","...","...","...","...","...","..."
"11","1008.5","...","32.0","...","71","3.1","241","...","...","0.0","...","...","...","...","...","..."
"12","1008.2","...","32.0","...","72","4.0","267","...","...","0.0","...","...","...","...","...","..."
"13","1008.0","...","32.4","...","70","4.2","264","...","...","0.0","...","...","...","...","...","..."
"14","1007.4","...","31.7","...","69","5.0","258","...","...","0.0","...","...","...","...","...","..."
"15","1006.8","...","31.9","...","72","4.6","254","...","...","0.0","...","...","...","...","...","..."
"16","1006.7","...","31.1","...","77","3.9","277","...","...","0.0","...","...","...","...","...","..."
"17","1007.2","...","30.8","...","76","1.9","256","...","...","0.0","...","...","...","...","...","..."
"18","1007.2","...","30.6","...","80","2.3","297","...","...","0.0","...","...","...","...","...","..."
"19","1007.6","...","29.9","...","82","1.8","273","...","...","0.0","...","...","...","...","...","..."
"20","1007.5","...","28.4","...","82","1.1","140","...","...","0.0","...","...","...","...","...","..."
"21","1007.6","...","28.2","...","84","1.3","127","...","...","0.0","...","...","...","...","...","..."
"22","1007.7","...","28.2","...","82","1.8","170","...","...","0.0","...","...","...","...","...","..."
"23","1008.0","...","28.5","...","82","2.3","187","...","...","0.0","...","...","...","...","...","..."
"24","1007.7","...","28.3","...","83","2.4","183","...","...","0.0","...","...","...","...","...","..."
