"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1008.2","...","28.3","...","91","2.3","178","...","...","0.0","...","...","...","...","...","..."
"02","1007.9","...","28.1","...","89","2.1","189","...","...","0.0","...","...","...","...","...","..."
"03","1007.4","...","27.8","...","90","2.2","165","...","...","0.0","...","...","...","...","...","..."
"04","1007.0","...","27.3","...","88","3.1","164","...","...","0.0","...","...","...","...","...","..."
"05","1007.5","...","27.5","...","88","2.5","188","...","...","0.0","...","...","...","...","...","..."
"06","1007.7","...","27.7","...","87","2.7","170","...","...","0.0","...","...","...","...","...","..."
"07","1008.3","...","28.3","...","83","2.4","182","...","...","0.0","...","...","...","...","...","..."
"08","1008.9","...","29.5","...","80","2.6","188","...","...","0.0","...","...","...","...","...","..."
"09","1009.3","...","31.0","...","71","3.3","201","...","...","0.0","...","...","...","...","...","..."
"10","1009.4","...","31.6","...","69","3.7","206","...","...","0.0","...","...","...","...","...","..."
"11","1009.1","...","32.3","...","66","2.9","206","...","...","0.0","...","...","...","...","...","..."
"12","1008.6","...","31.3","...","75","3.5","238","...","...","0.0","...","...","...","...","...","..."
"13","1008.3","...","31.6","...","67","4.1","244","...","...","0.0","...","...","...","...","...","..."
"14","1008.0","...","31.0","...","75","3.8","248","...","...","0.0","...","...","...","...","...","..."
"15","1007.8","...","30.3","...","80","4.6","252","...","...","0.0","...","...","...","...","...","..."
"16","1007.4","...","30.7","...","76","4.1","257","...","...","0.0","...","...","...","...","...","..."
"17","1007.5","...","30.6","...","79","3.9","253","...","...","0.0","...","...","...","...","...","..."
"18","1007.7","...","29.9","...","83","3.3","261","...","...","0.0","...","...","...","...","...","..."
"19","1008.6","...","29.2","...","87","2.7","258","...","...","0.0","...","...","...","...","...","..."
"20","1009.2","...","29.1","...","88","1.8","243","...","...","0.0","...","...","...","...","...","..."
"21","1009.5","...","29.2","...","84","1.6","196","...","...","0.0","...","...","...","...","...","..."
"22","1009.9","...","29.0","...","87","1.9","177","...","...","0.0","...","...","...","...","...","..."
"23","1009.7","...","29.0","...","88","1.8","193","...","...","0.0","...","...","...","...","...","..."
"24","1009.2","...","28.7","...","89","2.1","168","...","...","0.0","...","...","...","...","...","..."
