"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1005.7","...","1007.9","2016-06-01 07:21","1003.3","2016-06-01 17:28","29.4","32.7","2016-06-01 15:06","26.9","2016-06-01 05:00","...","78","58","2016-06-01 12:30","3.1","228","10.2","228","2016-06-01 17:04","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1004.4","...","1006.7","2016-06-02 22:37","1002.8","2016-06-02 17:16","29.1","31.5","2016-06-02 13:43","27.5","2016-06-02 02:20","...","81","71","2016-06-02 11:54","3.1","216","9.4","232","2016-06-02 12:06","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1005.2","...","1006.9","2016-06-03 09:18","1003.8","2016-06-03 16:09","29.4","32.5","2016-06-03 13:33","26.9","2016-06-03 04:42","...","81","61","2016-06-03 12:35","3.1","171","9.5","264","2016-06-03 15:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1006.4","...","1008.2","2016-06-04 21:37","1004.9","2016-06-04 15:55","29.7","32.5","2016-06-04 13:23","27.3","2016-06-04 05:25","...","80","61","2016-06-04 13:20","2.9","155","8.7","262","2016-06-04 12:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1006.8","...","1008.2","2016-06-05 22:06","1005.2","2016-06-05 16:35","28.3","31.3","2016-06-05 17:07","24.9","2016-06-05 13:00","...","83","65","2016-06-05 11:24","1.8","177","7.6","72","2016-06-05 12:13","18.5","...","...","","...","","...","...","...","...","...","...","","..."
"06","1007.1","...","1008.1","2016-06-06 21:58","1005.9","2016-06-06 17:04","27.7","30.4","2016-06-06 09:49","25.1","2016-06-06 05:22","...","83","70","2016-06-06 08:40","1.7","10","7.6","282","2016-06-06 11:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1006.3","...","1007.8","2016-06-07 08:13","1004.5","2016-06-07 15:41","28.2","31.6","2016-06-07 12:31","25.4","2016-06-07 07:05","...","80","58","2016-06-07 14:04","1.7","310","7.6","285","2016-06-07 14:57","3.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1004.7","...","1006.1","2016-06-09 00:00","1002.4","2016-06-08 16:04","28.1","31.2","2016-06-08 11:06","25.6","2016-06-09 00:00","...","80","66","2016-06-08 11:03","1.8","249","7.4","271","2016-06-08 14:06","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"09","1005.0","...","1006.4","2016-06-09 21:42","1003.2","2016-06-09 15:12","27.1","32.2","2016-06-09 13:49","24.8","2016-06-09 01:28","...","87","57","2016-06-09 13:46","1.5","25","8.7","177","2016-06-09 16:54","6.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1005.6","...","1006.8","2016-06-10 11:32","1004.0","2016-06-10 16:39","26.4","28.0","2016-06-10 10:46","24.7","2016-06-10 13:52","...","88","80","2016-06-10 10:48","2.9","184","9.9","190","2016-06-10 12:53","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1006.2","...","1007.6","2016-06-11 10:54","1004.3","2016-06-11 02:31","25.2","27.0","2016-06-11 19:38","24.0","2016-06-11 05:50","...","92","76","2016-06-11 21:36","3.6","162","11.5","156","2016-06-11 02:22","111.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","1005.5","...","1006.6","2016-06-12 00:06","1004.5","2016-06-12 20:22","26.3","31.0","2016-06-12 09:23","24.3","2016-06-12 13:04","...","88","70","2016-06-12 09:11","3.5","171","17.9","197","2016-06-12 12:57","24.5","...","...","","...","","...","...","...","...","...","...","","..."
"13","1004.5","...","1006.9","2016-06-13 09:44","1002.7","2016-06-13 18:43","26.1","29.9","2016-06-13 13:01","25.0","2016-06-13 04:47","...","90","73","2016-06-13 13:02","2.6","151","12.1","231","2016-06-13 08:27","19.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1004.1","...","1005.2","2016-06-14 21:25","1002.7","2016-06-14 02:19","28.6","31.2","2016-06-14 13:55","26.1","2016-06-14 05:25","...","81","73","2016-06-14 12:40","3.4","172","11.1","257","2016-06-14 12:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1005.2","...","...","","...","","28.9","...","","...","","...","84","...","","3.4","184","...","...","","9.5","...","...","","...","","...","...","...","...","...","...","","..."
"16","1006.0","...","1007.5","2016-06-16 09:57","1004.0","2016-06-16 01:40","29.0","32.1","2016-06-16 15:46","25.3","2016-06-16 10:00","...","82","65","2016-06-16 15:25","3.3","180","11.0","201","2016-06-16 09:48","4.5","...","...","","...","","...","...","...","...","...","...","","..."
"17","1007.5","...","1009.9","2016-06-17 22:40","1005.4","2016-06-17 04:20","29.0","31.8","2016-06-17 09:55","26.4","2016-06-17 05:46","...","84","67","2016-06-17 09:56","2.9","185","10.7","233","2016-06-17 10:49","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"18","1009.8","...","1011.4","2016-06-18 21:42","1008.2","2016-06-18 04:40","29.3","32.0","2016-06-18 12:36","26.1","2016-06-18 05:00","...","80","64","2016-06-18 12:00","2.3","140","11.9","257","2016-06-18 12:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1008.9","...","1010.0","2016-06-20 00:00","1006.6","2016-06-19 15:08","28.3","33.0","2016-06-19 11:27","22.6","2016-06-19 17:02","...","83","62","2016-06-19 10:36","1.9","77","11.1","121","2016-06-19 16:33","25.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1007.5","...","1008.7","2016-06-20 08:28","1005.6","2016-06-20 16:12","28.4","32.9","2016-06-20 11:54","24.7","2016-06-20 05:11","...","82","62","2016-06-20 11:53","1.6","305","8.0","94","2016-06-20 17:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
