"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1005.7","1010.0","26.3","23.0","82","2.5","340","3.8","190","0.0","0.0","...","0.00","...","0","..."
"02","1005.8","1010.1","26.5","23.1","82","0.6","30","3.2","320","0.0","0.0","...","0.00","...","0","..."
"03","1005.9","1010.2","26.8","24.0","85","0.7","170","3.7","210","0.0","0.0","...","0.00","...","0","..."
"04","1005.8","1010.1","26.5","23.8","85","0.8","310","2.8","210","0.0","0.0","...","0.00","...","0","..."
"05","1005.9","1010.2","26.4","23.7","85","1.2","260","2.6","330","0.0","0.0","...","0.00","...","0","..."
"06","1006.1","1010.4","27.2","23.6","81","1.4","240","3.5","250","0.0","0.0","0.4","0.00","...","0","..."
"07","1006.3","1010.6","28.7","25.0","80","2.5","170","4.6","170","0.0","0.0","1.0","0.72","...","1","..."
"08","1006.5","1010.7","29.5","25.3","78","2.3","180","5.7","170","0.0","0.0","1.0","1.44","...","2","..."
"09","1006.5","1010.7","29.9","26.0","80","3.8","190","7.2","210","0.0","0.0","1.0","2.13","...","4","..."
"10","1006.7","1010.9","30.5","26.2","78","5.3","170","8.2","170","0.0","0.0","1.0","2.98","...","8","..."
"11","1006.4","1010.6","30.9","27.0","80","4.0","190","7.6","170","0.0","0.0","1.0","3.26","...","10","..."
"12","1005.8","1010.0","31.4","27.4","79","1.4","210","6.0","190","0.0","0.0","1.0","3.60","...","12","..."
"13","1006.0","1010.2","31.3","27.5","80","1.1","220","6.8","190","0.0","0.0","1.0","3.60","...","12","..."
"14","1005.6","1009.8","31.0","26.9","79","4.7","190","7.1","200","0.0","0.0","1.0","3.33","...","10","..."
"15","1005.6","1009.8","30.9","27.1","80","4.2","190","7.3","190","0.0","0.0","1.0","2.73","...","7","..."
"16","1005.3","1009.5","29.2","26.0","83","3.9","190","6.2","200","0.0","0.0","0.6","1.42","...","3","..."
"17","1005.4","1009.7","28.6","25.3","82","0.6","220","6.5","190","0.0","0.0","0.0","0.31","...","1","..."
"18","1005.9","1010.2","28.7","25.5","83","1.6","220","5.4","180","0.0","0.0","0.0","0.08","...","0","..."
"19","1006.9","1011.2","28.4","25.5","84","1.8","240","3.4","210","0.0","0.0","0.0","0.00","...","0","..."
"20","1007.2","1011.5","27.9","25.1","85","1.1","340","2.5","250","0.0","0.0","...","0.00","...","0","..."
"21","1007.1","1011.4","27.9","24.6","82","1.8","260","2.5","260","0.0","0.0","...","0.00","...","0","..."
"22","1006.7","1011.0","27.5","24.7","85","2.0","240","3.9","200","0.0","0.0","...","0.00","...","0","..."
"23","1006.1","1010.4","27.7","24.4","82","0.9","270","4.0","220","0.0","0.0","...","0.00","...","0","..."
"24","1005.8","1010.1","27.4","24.1","82","1.4","230","4.2","240","0.0","0.0","...","0.00","...","0","..."
