"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1004.1","1008.4","26.1","22.9","83","2.7","330","3.3","330","0.0","0.0","...","0.00","...","0","..."
"02","1004.0","1008.3","26.2","23.3","84","2.0","320","3.0","330","0.0","0.0","...","0.00","...","0","..."
"03","1003.7","1008.0","26.2","23.5","85","0.9","310","2.8","330","0.0","0.0","...","0.00","...","0","..."
"04","1003.5","1007.8","26.1","24.1","89","0.4","320","3.0","200","1.7","0.8","...","0.00","...","0","..."
"05","1003.2","1007.5","25.9","24.2","90","0.8","110","3.0","180","0.2","0.5","...","0.00","...","0","..."
"06","1003.2","1007.5","26.4","24.6","90","0.6","40","3.8","290","0.0","0.0","0.0","0.00","...","0","..."
"07","1003.3","1007.6","27.5","24.9","86","0.5","210","2.2","130","0.0","0.0","0.9","0.79","...","1","..."
"08","1003.4","1007.6","29.2","24.2","75","0.3","140","3.0","170","0.0","0.0","1.0","1.40","...","2","..."
"09","1004.0","1008.2","28.9","25.9","84","1.3","210","3.7","180","0.0","0.0","0.9","2.21","...","4","..."
"10","1003.7","1007.9","29.8","27.1","85","1.7","220","3.7","220","0.0","0.0","1.0","2.97","...","7","..."
"11","1003.8","1008.0","30.0","26.2","80","2.2","200","5.5","200","0.0","0.0","1.0","3.53","...","9","..."
"12","1003.1","1007.3","30.1","26.1","79","1.7","210","4.2","190","0.0","0.0","1.0","3.60","...","11","..."
"13","1002.3","1006.5","30.5","26.0","77","1.1","210","4.8","200","0.0","0.0","1.0","3.60","...","11","..."
"14","1002.1","1006.3","30.3","26.3","79","1.2","210","6.3","200","0.0","0.0","1.0","3.39","...","9","..."
"15","1002.1","1006.3","30.6","25.4","74","1.3","220","4.7","220","0.0","0.0","1.0","2.98","...","7","..."
"16","1002.0","1006.2","30.3","25.9","77","1.3","200","5.2","190","0.0","0.0","1.0","2.21","...","4","..."
"17","1002.1","1006.3","28.6","25.3","82","1.2","210","5.6","160","0.0","0.0","0.5","0.92","...","1","..."
"18","1002.4","1006.6","28.3","25.3","84","0.9","220","4.6","220","0.0","0.0","0.0","0.10","...","0","..."
"19","1003.2","1007.5","28.1","25.2","84","1.3","220","4.7","200","0.0","0.0","0.0","0.00","...","0","..."
"20","1003.5","1007.8","28.0","24.6","82","1.1","270","3.1","260","0.0","0.0","...","0.00","...","0","..."
"21","1004.1","1008.4","27.6","24.2","82","1.7","270","3.0","280","0.0","0.0","...","0.00","...","0","..."
"22","1004.7","1009.0","27.5","24.1","82","1.6","330","2.6","310","0.0","0.0","...","0.00","...","0","..."
"23","1004.5","1008.8","27.1","23.5","81","1.6","330","2.6","340","0.0","0.0","...","0.00","...","0","..."
"24","1004.4","1008.7","27.0","23.6","82","1.0","300","2.5","330","0.0","0.0","...","0.00","...","0","..."
