"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1004.0","1008.3","25.3","21.9","81","0.2","0","2.3","310","0.0","0.0","...","0.00","...","0","..."
"02","1003.8","1008.1","25.6","22.0","81","2.2","320","2.7","320","0.0","0.0","...","0.00","...","0","..."
"03","1003.7","1008.0","25.3","21.9","81","1.6","330","3.0","330","0.0","0.0","...","0.00","...","0","..."
"04","1003.4","1007.7","25.3","22.0","82","1.6","320","3.0","330","0.0","0.0","...","0.00","...","0","..."
"05","1003.4","1007.7","25.3","22.1","82","2.5","330","3.3","330","0.0","0.0","...","0.00","...","0","..."
"06","1003.9","1008.2","26.7","23.3","82","2.6","330","4.2","330","0.0","0.0","0.6","0.02","...","0","..."
"07","1004.1","1008.4","27.9","24.2","80","0.4","250","2.9","330","0.0","0.0","1.0","0.65","...","1","..."
"08","1004.5","1008.8","28.8","25.7","83","1.4","180","2.7","160","0.0","0.0","1.0","1.33","...","2","..."
"09","1004.8","1009.0","29.0","25.5","81","0.8","190","2.4","200","0.0","0.0","1.0","1.95","...","5","..."
"10","1004.7","1008.9","30.5","26.2","78","2.2","200","3.9","200","0.0","0.0","1.0","2.64","...","9","..."
"11","1004.0","1008.2","30.2","25.9","78","5.9","190","9.6","190","0.0","0.0","1.0","3.00","...","12","..."
"12","1003.7","1007.9","30.6","26.4","78","4.3","180","9.5","190","0.0","0.0","1.0","3.31","...","14","..."
"13","1003.5","1007.7","31.2","26.7","77","4.3","180","7.3","160","0.0","0.0","1.0","3.37","...","14","..."
"14","1003.3","1007.5","30.7","27.3","82","2.5","180","6.2","180","0.0","0.0","0.9","2.76","...","11","..."
"15","1003.2","1007.4","30.5","27.2","83","2.5","180","4.7","190","0.0","0.0","0.9","2.12","...","8","..."
"16","1002.8","1007.0","29.7","26.3","82","0.7","220","3.5","180","0.0","0.0","0.5","1.11","...","4","..."
"17","1003.2","1007.4","29.7","26.2","82","0.2","0","1.7","180","0.0","0.0","0.0","0.39","...","1","..."
"18","1003.4","1007.6","29.8","26.3","82","0.6","10","2.0","330","0.0","0.0","0.0","0.00","...","0","..."
"19","1004.0","1008.2","29.2","26.2","84","1.2","30","2.6","30","0.0","0.0","0.0","0.00","...","0","..."
"20","1004.6","1008.9","28.5","26.1","87","2.2","10","4.3","10","0.0","0.0","...","0.00","...","0","..."
"21","1005.1","1009.4","28.6","25.5","83","3.0","30","5.1","30","0.0","0.0","...","0.00","...","0","..."
"22","1005.4","1009.7","28.2","25.4","85","1.5","60","4.9","40","0.0","0.0","...","0.00","...","0","..."
"23","1005.6","1009.9","27.7","24.9","85","1.8","360","4.0","350","0.0","0.0","...","0.00","...","0","..."
"24","1005.1","1009.4","27.2","24.1","83","2.1","340","3.8","330","0.0","0.0","...","0.00","...","0","..."
