"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1005.6","1009.9","25.8","23.4","87","1.1","340","2.6","210","0.0","0.0","...","0.00","...","0","..."
"02","1005.3","1009.6","26.6","23.6","84","0.5","210","2.4","190","0.0","0.0","...","0.00","...","0","..."
"03","1005.0","1009.3","26.3","23.2","83","0.9","280","3.5","200","0.0","0.0","...","0.00","...","0","..."
"04","1004.9","1009.2","25.7","22.8","84","1.8","330","2.8","320","0.0","0.0","...","0.00","...","0","..."
"05","1005.1","1009.4","25.4","22.5","84","2.1","340","3.5","340","0.0","0.0","...","0.00","...","0","..."
"06","1005.6","1009.9","26.9","23.6","82","1.1","350","3.6","350","0.0","0.0","0.7","0.02","...","0","..."
"07","1006.2","1010.5","29.1","24.4","76","0.9","200","2.7","240","0.0","0.0","1.0","0.77","...","1","..."
"08","1006.4","1010.7","29.0","24.7","78","4.6","190","8.2","210","0.0","0.0","1.0","1.52","...","2","..."
"09","1006.5","1010.7","29.7","25.7","79","4.6","180","8.7","190","0.0","0.0","1.0","2.28","...","4","..."
"10","1006.5","1010.7","30.4","26.3","79","3.8","180","8.1","190","0.0","0.0","1.0","2.99","...","7","..."
"11","1006.4","1010.6","30.5","26.2","78","4.8","180","7.9","190","0.0","0.0","1.0","3.57","...","10","..."
"12","1005.9","1010.1","30.6","26.4","78","4.9","180","8.7","190","0.0","0.0","1.0","3.60","...","11","..."
"13","1005.0","1009.2","30.9","27.0","80","5.8","190","9.2","200","0.0","0.0","1.0","3.60","...","11","..."
"14","1004.7","1008.9","30.9","27.5","82","1.8","200","9.5","200","0.0","0.0","1.0","3.55","...","10","..."
"15","1004.7","1008.9","31.1","27.0","79","1.7","200","5.8","220","0.0","0.0","1.0","2.95","...","7","..."
"16","1004.3","1008.5","30.4","27.2","83","1.0","210","5.8","190","0.0","0.0","1.0","2.16","...","4","..."
"17","1004.3","1008.5","29.4","25.8","81","0.9","220","5.3","210","0.0","0.0","1.0","1.31","...","2","..."
"18","1004.4","1008.7","28.6","25.2","82","1.3","220","6.1","200","0.0","0.0","0.1","0.05","...","0","..."
"19","1005.0","1009.3","28.7","25.0","80","1.5","230","6.0","230","0.0","0.0","0.0","0.00","...","0","..."
"20","1005.7","1010.0","28.6","24.3","78","1.8","240","4.8","220","0.0","0.0","...","0.00","...","0","..."
"21","1006.3","1010.6","28.6","23.9","76","1.8","250","3.7","250","0.0","0.0","...","0.00","...","0","..."
"22","1006.8","1011.1","28.6","23.9","76","1.7","230","3.3","210","0.0","0.0","...","0.00","...","0","..."
"23","1006.4","1010.7","28.9","23.0","71","1.9","230","4.0","260","0.0","0.0","...","0.00","...","0","..."
"24","1005.7","1010.0","28.6","23.1","72","1.5","240","4.9","210","0.0","0.0","...","0.00","...","0","..."
