"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1008.6","...","1010.3","2018-06-01 22:42","1006.9","2018-06-01 04:01","23.9","25.5","2018-06-01 13:01","22.7","2018-06-01 23:58","...","90","81","2018-06-01 13:01","5.3","43","14.0","44","2018-06-01 00:32","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1008.2","...","1009.9","2018-06-03 00:00","1006.1","2018-06-02 18:03","25.1","28.2","2018-06-02 14:32","22.7","2018-06-02 00:11","...","69","55","2018-06-02 13:40","4.2","44","10.4","64","2018-06-02 19:25","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1006.0","...","1007.9","2018-06-03 00:04","1003.5","2018-06-03 17:01","26.0","29.9","2018-06-03 13:04","24.0","2018-06-03 05:07","...","73","49","2018-06-03 12:18","2.6","48","7.5","66","2018-06-03 04:38","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1005.7","...","1007.2","2018-06-04 22:29","1003.6","2018-06-04 17:20","27.1","30.5","2018-06-04 14:06","24.9","2018-06-04 02:40","...","83","61","2018-06-04 11:09","2.3","49","7.8","135","2018-06-04 14:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1005.6","...","1006.8","2018-06-05 08:45","1004.0","2018-06-05 15:29","27.3","29.5","2018-06-05 10:52","26.0","2018-06-05 02:51","...","92","73","2018-06-05 10:44","2.2","54","8.7","72","2018-06-05 10:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1004.9","...","1006.7","2018-06-06 22:41","1003.2","2018-06-06 16:20","28.2","31.6","2018-06-06 12:57","26.0","2018-06-06 05:11","...","91","68","2018-06-06 15:33","2.1","59","8.6","71","2018-06-06 20:57","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1004.1","...","1006.0","2018-06-07 00:05","1001.9","2018-06-07 15:58","28.2","32.1","2018-06-07 14:26","25.9","2018-06-07 03:22","...","82","59","2018-06-07 14:30","3.8","58","10.6","72","2018-06-07 15:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1000.7","...","1003.2","2018-06-09 00:00","998.5","2018-06-08 16:41","28.6","31.7","2018-06-08 14:29","26.9","2018-06-08 03:44","...","78","65","2018-06-08 14:29","4.0","51","10.4","65","2018-06-08 05:11","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","997.6","...","999.4","2018-06-09 00:06","995.0","2018-06-09 16:33","28.3","31.2","2018-06-09 13:11","26.7","2018-06-09 23:57","...","81","61","2018-06-09 12:42","3.2","94","9.8","66","2018-06-09 10:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","996.6","...","997.9","2018-06-10 22:41","994.8","2018-06-10 16:20","26.9","27.9","2018-06-10 13:29","26.3","2018-06-10 09:45","...","96","88","2018-06-10 15:26","2.5","68","7.3","64","2018-06-10 07:54","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","998.4","...","1001.7","2018-06-11 22:30","996.1","2018-06-11 01:48","27.4","30.4","2018-06-11 10:53","26.0","2018-06-11 23:54","...","83","62","2018-06-11 16:57","2.2","53","7.5","80","2018-06-11 16:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","999.9","...","1001.7","2018-06-12 07:53","998.0","2018-06-12 16:49","28.0","31.7","2018-06-12 12:15","25.3","2018-06-12 05:15","...","72","50","2018-06-12 14:27","1.9","64","8.1","138","2018-06-12 14:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","996.8","...","998.8","2018-06-13 00:03","994.6","2018-06-13 16:52","27.3","28.8","2018-06-13 11:31","26.4","2018-06-13 08:04","...","68","60","2018-06-13 10:38","4.9","50","14.6","60","2018-06-13 12:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","994.3","...","996.3","2018-06-14 21:59","992.6","2018-06-14 16:20","26.9","28.9","2018-06-14 15:06","25.8","2018-06-14 13:06","...","71","64","2018-06-14 15:06","6.0","43","14.3","60","2018-06-14 19:02","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","997.4","...","1001.3","2018-06-15 22:47","994.7","2018-06-15 04:40","28.2","31.7","2018-06-15 13:43","26.3","2018-06-15 00:12","...","63","50","2018-06-15 13:01","5.5","25","14.6","97","2018-06-15 18:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1001.0","...","...","...","...","...","27.5","...","...","...","...","...","67","...","...","6.0","55","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1000.6","...","1002.0","2018-06-17 11:00","998.7","2018-06-17 16:17","25.2","27.1","2018-06-17 09:59","23.7","2018-06-17 11:26","...","88","71","2018-06-17 07:49","5.3","49","12.4","58","2018-06-17 08:23","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","997.3","...","999.8","2018-06-18 00:05","994.6","2018-06-18 18:16","26.0","28.8","2018-06-18 10:05","24.5","2018-06-18 02:20","...","99","93","2018-06-18 10:06","4.3","51","19.4","250","2018-06-18 23:07","53.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","999.4","...","1001.8","2018-06-19 21:56","995.5","2018-06-19 02:23","26.8","27.5","2018-06-19 23:37","24.9","2018-06-19 00:18","...","99","99","2018-06-19 14:08","5.2","226","17.0","224","2018-06-19 00:14","25.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1000.7","...","1002.9","2018-06-20 23:05","998.9","2018-06-20 16:19","28.6","31.1","2018-06-20 12:08","27.3","2018-06-20 04:11","...","98","84","2018-06-20 12:08","4.5","233","12.4","177","2018-06-20 16:19","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1002.2","...","1003.8","2018-06-21 09:31","1000.9","2018-06-21 15:26","27.7","31.5","2018-06-21 13:31","24.0","2018-06-21 03:28","...","96","73","2018-06-21 12:18","2.3","185","9.3","198","2018-06-21 16:50","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1003.1","...","1004.6","2018-06-22 11:46","1001.6","2018-06-22 15:06","27.5","28.4","2018-06-22 08:05","26.3","2018-06-22 10:22","...","99","90","2018-06-22 13:57","2.7","181","10.8","209","2018-06-22 08:51","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1004.1","...","1005.8","2018-06-23 23:46","1002.7","2018-06-23 04:48","26.8","27.6","2018-06-23 15:21","25.1","2018-06-23 08:27","...","99","96","2018-06-23 15:14","2.6","173","11.5","167","2018-06-23 10:48","14.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1005.6","...","1007.2","2018-06-24 23:52","1004.1","2018-06-24 17:07","28.4","31.0","2018-06-24 13:44","26.6","2018-06-24 00:04","...","94","70","2018-06-24 13:45","2.9","178","8.6","167","2018-06-24 17:57","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1006.6","...","1008.0","2018-06-25 09:44","1005.1","2018-06-25 16:42","29.0","32.6","2018-06-25 13:58","26.8","2018-06-25 05:00","...","88","61","2018-06-25 13:14","2.6","203","8.1","207","2018-06-25 16:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
