"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1004.4","...","27.8","...","X","1.8","195","...","...","0.0","...","...","...","...","...","..."
"02","1004.1","...","27.6","...","X","2.5","190","...","...","0.0","...","...","...","...","...","..."
"03","1004.3","...","27.3","...","X","2.0","195","...","...","0.0","...","...","...","...","...","..."
"04","1004.8","...","27.2","...","X","1.5","192","...","...","0.0","...","...","...","...","...","..."
"05","1005.2","...","26.9","...","X","1.9","171","...","...","0.0","...","...","...","...","...","..."
"06","1005.5","...","27.3","...","X","1.9","169","...","...","0.0","...","...","...","...","...","..."
"07","1005.7","...","29.0","...","X","2.5","172","...","...","0.0","...","...","...","...","...","..."
"08","1005.6","...","30.3","...","X","1.9","198","...","...","0.0","...","...","...","...","...","..."
"09","1005.7","...","30.7","...","X","3.0","231","...","...","0.0","...","...","...","...","...","..."
"10","1005.5","...","30.6","...","X","3.6","241","...","...","0.0","...","...","...","...","...","..."
"11","1005.3","...","31.4","...","X","3.2","258","...","...","0.0","...","...","...","...","...","..."
"12","1005.1","...","31.5","...","X","3.4","268","...","...","0.0","...","...","...","...","...","..."
"13","1004.8","...","31.3","...","X","3.7","265","...","...","0.0","...","...","...","...","...","..."
"14","1004.2","...","31.3","...","X","4.8","278","...","...","0.0","...","...","...","...","...","..."
"15","1003.8","...","31.6","...","X","4.2","270","...","...","0.0","...","...","...","...","...","..."
"16","1003.4","...","30.8","...","X","3.6","269","...","...","0.0","...","...","...","...","...","..."
"17","1003.6","...","30.8","...","X","2.9","247","...","...","0.0","...","...","...","...","...","..."
"18","1003.9","...","30.1","...","X","2.9","232","...","...","0.0","...","...","...","...","...","..."
"19","1004.1","...","29.4","...","X","1.7","223","...","...","0.0","...","...","...","...","...","..."
"20","1004.1","...","29.0","...","X","1.5","210","...","...","0.0","...","...","...","...","...","..."
"21","1003.9","...","28.9","...","X","2.1","203","...","...","0.0","...","...","...","...","...","..."
"22","1004.4","...","28.5","...","X","1.8","208","...","...","0.0","...","...","...","...","...","..."
"23","1004.4","...","28.7","...","X","2.8","195","...","...","0.0","...","...","...","...","...","..."
"24","1004.3","...","27.9","...","X","2.1","172","...","...","0.0","...","...","...","...","...","..."
