"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1005.8","...","26.5","...","88","1.7","202","...","...","0.0","...","...","...","...","...","..."
"02","1005.3","...","26.6","...","84","2.7","196","...","...","0.0","...","...","...","...","...","..."
"03","1005.0","...","26.4","...","86","2.2","178","...","...","0.0","...","...","...","...","...","..."
"04","1004.9","...","26.1","...","89","1.8","173","...","...","0.0","...","...","...","...","...","..."
"05","1005.5","...","26.2","...","88","1.6","201","...","...","0.0","...","...","...","...","...","..."
"06","1005.8","...","25.9","...","91","1.4","208","...","...","0.0","...","...","...","...","...","..."
"07","1006.5","...","27.1","...","85","2.1","201","...","...","0.0","...","...","...","...","...","..."
"08","1006.4","...","28.5","...","78","3.8","194","...","...","0.0","...","...","...","...","...","..."
"09","1006.7","...","29.7","...","77","4.4","194","...","...","0.0","...","...","...","...","...","..."
"10","1006.7","...","30.0","...","74","3.3","211","...","...","0.0","...","...","...","...","...","..."
"11","1006.5","...","30.3","...","75","4.2","232","...","...","0.0","...","...","...","...","...","..."
"12","1006.4","...","30.1","...","77","5.1","242","...","...","0.0","...","...","...","...","...","..."
"13","1006.2","...","28.5","...","78","2.3","209","...","...","0.0","...","...","...","...","...","..."
"14","1005.7","...","28.4","...","82","1.8","198","...","...","0.0","...","...","...","...","...","..."
"15","1005.3","...","28.1","...","83","3.5","171","...","...","0.0","...","...","...","...","...","..."
"16","1004.8","...","28.9","...","79","3.0","175","...","...","0.0","...","...","...","...","...","..."
"17","1004.8","...","28.8","...","79","2.7","193","...","...","0.0","...","...","...","...","...","..."
"18","1005.2","...","28.8","...","80","2.8","195","...","...","0.0","...","...","...","...","...","..."
"19","1006.0","...","27.6","...","86","2.6","192","...","...","0.0","...","...","...","...","...","..."
"20","1006.7","...","27.7","...","83","3.7","197","...","...","0.0","...","...","...","...","...","..."
"21","1007.2","...","26.2","...","91","1.8","203","...","...","0.0","...","...","...","...","...","..."
"22","1007.3","...","26.7","...","89","1.8","200","...","...","0.0","...","...","...","...","...","..."
"23","1007.1","...","26.9","...","87","2.2","201","...","...","0.0","...","...","...","...","...","..."
"24","1006.6","...","27.1","...","85","2.3","193","...","...","0.0","...","...","...","...","...","..."
