"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.1","...","1007.6","2019-06-01 22:31","1004.0","2019-06-01 15:09","27.5","30.4","2019-06-01 15:20","24.3","2019-06-01 06:19","...","82","58","2019-06-01 14:52","2.6","190","7.8","223","2019-06-01 13:30","16.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1006.0","...","1007.6","2019-06-02 22:13","1004.0","2019-06-02 16:12","28.0","31.5","2019-06-02 12:51","24.0","2019-06-02 03:41","...","77","47","2019-06-02 13:13","2.5","230","8.2","240","2019-06-02 14:11","46.5","...","...","","...","","...","...","...","...","...","...","","..."
"03","1006.4","...","1007.5","2019-06-03 22:03","1005.4","2019-06-03 17:06","28.8","31.9","2019-06-03 15:37","26.3","2019-06-03 05:50","...","68","39","2019-06-03 16:33","2.1","242","7.2","248","2019-06-03 12:13","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1007.4","...","1009.3","2019-06-04 12:53","1005.7","2019-06-04 02:39","26.8","30.5","2019-06-04 10:59","23.6","2019-06-04 13:22","...","82","64","2019-06-04 10:31","1.7","191","11.4","183","2019-06-04 11:03","35.5","...","...","","...","","...","...","...","...","...","...","","..."
"05","1008.4","...","1010.4","2019-06-05 22:09","1007.0","2019-06-05 03:44","28.5","32.0","2019-06-05 14:02","24.7","2019-06-05 05:24","...","77","55","2019-06-05 10:57","1.8","134","7.0","288","2019-06-05 13:25","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"06","1008.9","...","1010.2","2019-06-06 09:44","1007.4","2019-06-06 03:32","29.4","32.6","2019-06-06 11:16","26.1","2019-06-06 05:33","...","77","58","2019-06-06 18:37","2.5","199","8.9","254","2019-06-06 13:01","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1008.5","...","1009.9","2019-06-07 08:36","1006.9","2019-06-07 15:59","29.4","33.2","2019-06-07 11:11","27.4","2019-06-07 05:37","...","76","53","2019-06-07 10:37","2.8","194","9.2","290","2019-06-07 13:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1006.8","...","1008.4","2019-06-08 08:10","1004.9","2019-06-08 23:59","28.9","31.6","2019-06-08 16:17","26.5","2019-06-08 03:22","...","77","54","2019-06-08 16:49","2.2","194","7.9","291","2019-06-08 12:43","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1004.8","...","1006.6","2019-06-09 07:13","1003.2","2019-06-09 17:36","29.4","32.7","2019-06-09 13:43","26.5","2019-06-09 04:22","...","74","54","2019-06-09 14:33","2.6","173","7.7","198","2019-06-09 16:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1002.9","...","...","","...","","27.8","...","","...","","...","73","...","","2.5","171","...","...","","28.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1003.1","...","1005.2","2019-06-11 22:48","1001.3","2019-06-11 02:51","26.3","27.9","2019-06-11 15:31","24.8","2019-06-11 07:21","...","X","66","2019-06-11 14:25","2.0","173","9.2","157","2019-06-11 12:26","33.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","1004.1","...","1005.4","2019-06-12 09:20","1002.8","2019-06-12 01:30","25.3","28.1","2019-06-12 15:16","23.7","2019-06-12 04:02","...","X","75","2019-06-12 04:45","1.5","175","7.1","172","2019-06-12 09:38","44.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1001.8","...","1004.0","2019-06-14 00:00","999.7","2019-06-13 17:30","27.4","31.6","2019-06-13 13:09","24.7","2019-06-13 01:25","...","X","71","2019-06-13 12:18","2.1","170","9.5","174","2019-06-13 22:30","4.5","...","...","","...","","...","...","...","...","...","...","","..."
"14","999.7","...","1001.9","2019-06-14 22:08","998.2","2019-06-14 15:17","26.1","29.1","2019-06-14 15:51","23.8","2019-06-14 11:09","...","X","75","2019-06-14 15:53","1.8","31","9.0","184","2019-06-14 03:26","24.5","...","...","","...","","...","...","...","...","...","...","","..."
"15","1002.8","...","1005.0","2019-06-15 22:29","1000.9","2019-06-15 02:57","27.0","31.5","2019-06-15 13:32","22.9","2019-06-15 05:29","...","X","45","2019-06-15 23:55","1.7","35","7.8","360","2019-06-15 12:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1005.2","...","1007.8","2019-06-16 22:49","1003.2","2019-06-16 02:48","27.4","32.1","2019-06-16 11:52","24.0","2019-06-16 05:25","...","X","18","2019-06-16 14:55","1.3","9","6.8","301","2019-06-16 13:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1007.6","...","1009.8","2019-06-17 22:24","1006.1","2019-06-17 15:48","27.7","32.1","2019-06-17 11:10","24.7","2019-06-17 17:23","...","X","28","2019-06-17 17:28","1.3","286","8.3","214","2019-06-17 17:19","51.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1007.6","...","1008.7","2019-06-18 00:01","1006.7","2019-06-18 15:47","29.9","34.1","2019-06-18 11:43","26.2","2019-06-18 01:47","...","X","21","2019-06-18 11:54","1.9","241","6.9","265","2019-06-18 13:01","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1006.6","...","1007.9","2019-06-19 07:46","1004.6","2019-06-19 16:52","29.8","32.5","2019-06-19 12:41","26.9","2019-06-19 05:47","...","X","20","2019-06-19 12:45","2.1","184","7.4","292","2019-06-19 13:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1005.4","...","1006.6","2019-06-20 09:20","1004.1","2019-06-20 15:10","29.1","31.7","2019-06-20 12:17","26.5","2019-06-20 06:02","...","X","21","2019-06-20 14:44","2.3","275","7.9","257","2019-06-20 14:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1004.6","...","1005.8","2019-06-21 06:54","1003.4","2019-06-21 15:48","29.4","32.0","2019-06-21 13:11","26.9","2019-06-21 05:25","...","X","17","2019-06-21 12:39","2.6","195","7.7","283","2019-06-21 14:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1003.3","...","1004.7","2019-06-22 10:30","1001.8","2019-06-22 16:12","29.9","33.1","2019-06-22 14:46","27.2","2019-06-22 04:20","...","X","18","2019-06-22 12:11","2.4","194","6.7","236","2019-06-22 14:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1003.9","...","1005.8","2019-06-23 21:49","1001.7","2019-06-23 03:08","27.8","32.0","2019-06-23 11:13","26.0","2019-06-23 12:30","...","X","26","2019-06-23 11:17","2.1","175","8.8","143","2019-06-23 16:45","16.5","...","...","","...","","...","...","...","...","...","...","","..."
"24","1005.9","...","1007.6","2019-06-24 22:43","1003.9","2019-06-24 03:33","27.1","29.8","2019-06-24 14:32","24.0","2019-06-24 07:30","...","X","31","2019-06-24 03:06","1.2","8","6.8","75","2019-06-24 07:25","21.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1005.8","...","1007.0","2019-06-25 08:05","1004.7","2019-06-25 14:05","27.2","30.4","2019-06-25 10:41","25.2","2019-06-25 22:37","...","79","52","2019-06-25 07:12","1.5","171","9.4","168","2019-06-25 11:54","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"26","1002.7","...","1005.3","2019-06-27 00:00","1000.6","2019-06-26 17:58","26.1","28.5","2019-06-26 12:47","24.9","2019-06-26 02:26","...","91","78","2019-06-26 12:45","2.1","129","9.3","181","2019-06-26 10:01","5.0","...","...","","...","","...","...","...","...","...","...","","..."
