"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1007.4","...","1009.6","2015-06-01 22:44","1005.3","2015-06-01 04:05","/","-24.1","2015-06-01 11:15","-39.2","2015-06-01 10:34","...","/","4","2015-06-01 10:34","1.8","82","8.3","264","2015-06-01 14:49","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"02","1008.1","...","1009.2","2015-06-02 10:26","1006.8","2015-06-02 14:23","/","-33.6","2015-06-02 02:06","-35.2","2015-06-02 15:10","...","/","7","2015-06-02 05:24","2.6","127","9.7","260","2015-06-02 15:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1008.3","...","1009.9","2015-06-03 09:36","1006.8","2015-06-03 17:17","/","-34.0","2015-06-03 05:24","-35.2","2015-06-03 12:07","...","/","7","2015-06-03 05:24","2.3","246","7.4","256","2015-06-03 12:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1007.1","...","1008.6","2015-06-05 00:00","1005.2","2015-06-04 17:02","/","-34.0","2015-06-04 04:27","-35.5","2015-06-04 12:56","...","/","8","2015-06-04 12:56","1.9","121","6.8","266","2015-06-04 15:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1005.4","...","1006.6","2015-06-05 22:13","1003.8","2015-06-05 15:42","28.9","30.7","2015-06-05 13:48","27.7","2015-06-05 23:58","...","79","65","2015-06-05 13:49","1.9","259","6.7","279","2015-06-05 15:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1006.6","...","1008.6","2015-06-06 22:08","1005.0","2015-06-06 03:03","27.7","31.0","2015-06-06 13:42","25.8","2015-06-06 05:20","...","81","66","2015-06-06 14:32","1.3","121","6.3","256","2015-06-06 14:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1007.7","...","1009.1","2015-06-07 09:07","1006.5","2015-06-07 15:44","28.4","31.4","2015-06-07 12:48","26.2","2015-06-07 05:22","...","80","59","2015-06-07 13:14","1.9","228","8.1","248","2015-06-07 13:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1006.7","...","1007.9","2015-06-08 07:00","1005.1","2015-06-08 16:52","28.4","31.6","2015-06-08 12:13","25.0","2015-06-08 05:35","...","75","47","2015-06-08 12:05","1.9","242","7.2","255","2015-06-08 14:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1005.9","...","1007.2","2015-06-09 22:25","1003.9","2015-06-09 16:40","28.7","31.9","2015-06-09 13:18","25.0","2015-06-09 05:36","...","77","59","2015-06-09 12:31","2.3","243","8.2","270","2015-06-09 12:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1006.1","...","1007.9","2015-06-10 22:37","1003.7","2015-06-10 16:44","29.3","32.4","2015-06-10 12:50","26.3","2015-06-10 05:26","...","76","55","2015-06-10 14:28","2.7","208","8.2","240","2015-06-10 12:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1006.9","...","1008.9","2015-06-11 22:14","1004.9","2015-06-11 16:18","29.5","32.9","2015-06-11 13:42","26.5","2015-06-11 06:00","...","76","51","2015-06-11 13:31","2.5","222","9.1","223","2015-06-11 13:59","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1006.8","...","1008.1","2015-06-13 00:00","1005.0","2015-06-12 15:51","29.4","32.2","2015-06-12 13:48","26.3","2015-06-12 04:05","...","77","56","2015-06-12 15:02","2.2","122","9.1","223","2015-06-12 13:59","0.0","...","...","","...","","...","...","...","...","...","...","","..."
