"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","998.7","...","1001.7","2018-06-11 22:43","996.3","2018-06-11 02:53","27.8","30.9","2018-06-11 16:38","26.2","2018-06-11 05:06","...","85","68","2018-06-11 16:38","1.7","17","8.2","3","2018-06-11 15:29","16.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","1000.7","...","1002.4","2018-06-12 08:44","999.3","2018-06-12 15:44","28.4","32.4","2018-06-12 12:19","25.1","2018-06-12 04:42","...","71","55","2018-06-12 13:18","1.3","293","7.6","306","2018-06-12 13:42","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","997.1","...","1000.0","2018-06-13 00:04","994.7","2018-06-13 17:04","29.3","33.6","2018-06-13 12:38","25.6","2018-06-13 05:36","...","69","49","2018-06-13 12:38","1.9","6","8.2","10","2018-06-13 13:49","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","994.2","...","995.8","2018-06-15 00:00","992.5","2018-06-14 16:32","27.4","33.1","2018-06-14 09:48","24.8","2018-06-14 23:12","...","85","56","2018-06-14 09:48","1.2","12","7.3","8","2018-06-14 15:48","73.5","...","...","","...","","...","...","...","...","...","...","","..."
"15","995.7","...","1000.4","2018-06-15 22:40","992.3","2018-06-15 03:52","26.9","29.5","2018-06-15 13:52","24.6","2018-06-15 05:24","...","81","68","2018-06-15 16:04","2.6","34","11.8","9","2018-06-15 15:03","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1001.1","...","1002.9","2018-06-16 22:25","999.1","2018-06-16 02:58","26.6","30.8","2018-06-16 10:21","24.2","2018-06-16 20:40","...","80","59","2018-06-16 09:41","1.8","35","9.1","174","2018-06-16 19:27","29.5","...","...","","...","","...","...","...","...","...","...","","..."
"17","1002.0","...","1003.1","2018-06-17 07:34","1000.6","2018-06-17 16:17","27.0","30.7","2018-06-17 11:46","24.9","2018-06-17 01:50","...","87","68","2018-06-17 10:57","2.6","182","12.3","189","2018-06-17 13:10","7.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1001.9","...","1003.6","2018-06-18 22:34","1000.4","2018-06-18 14:22","26.4","28.2","2018-06-18 12:00","23.9","2018-06-18 16:12","...","87","76","2018-06-18 21:00","3.9","176","13.5","208","2018-06-18 16:05","23.5","...","...","","...","","...","...","...","...","...","...","","..."
"19","1004.3","...","1006.5","2018-06-19 21:50","1001.7","2018-06-19 01:46","24.7","26.5","2018-06-19 00:13","23.3","2018-06-19 07:56","...","95","82","2018-06-19 00:12","2.8","174","10.0","182","2018-06-19 01:46","110.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1005.2","...","1006.7","2018-06-20 23:21","1003.7","2018-06-20 16:33","25.3","28.6","2018-06-20 17:10","24.0","2018-06-20 05:25","...","93","77","2018-06-20 17:05","3.0","151","9.6","155","2018-06-20 10:33","64.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1005.5","...","1006.8","2018-06-21 10:17","1004.5","2018-06-21 15:00","27.6","30.9","2018-06-21 12:18","25.1","2018-06-21 04:57","...","85","70","2018-06-21 11:24","2.1","198","7.4","246","2018-06-21 13:24","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"22","1006.0","...","1007.3","2018-06-22 22:06","1004.6","2018-06-22 16:24","27.8","31.1","2018-06-22 11:37","25.7","2018-06-22 05:42","...","83","71","2018-06-22 10:42","2.7","201","9.8","238","2018-06-22 12:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1006.7","...","1007.9","2018-06-23 11:51","1005.4","2018-06-23 02:37","28.0","31.1","2018-06-23 10:53","25.3","2018-06-23 11:59","...","82","68","2018-06-23 14:57","2.5","193","10.0","243","2018-06-23 11:50","7.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1007.9","...","1009.4","2018-06-24 23:00","1006.6","2018-06-24 03:28","28.6","30.9","2018-06-24 10:44","26.6","2018-06-24 05:25","...","82","68","2018-06-24 11:55","1.8","199","6.1","302","2018-06-24 13:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1008.8","...","1010.2","2018-06-25 22:31","1007.2","2018-06-25 17:16","28.2","31.7","2018-06-25 13:28","25.2","2018-06-25 17:05","...","79","59","2018-06-25 13:23","1.8","114","9.4","289","2018-06-25 14:34","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"26","1009.1","...","1009.7","2018-06-26 10:13","1008.0","2018-06-26 16:48","28.7","31.9","2018-06-26 14:02","25.2","2018-06-26 03:52","...","75","55","2018-06-26 14:11","1.7","5","8.0","325","2018-06-26 15:52","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1007.7","...","1009.2","2018-06-27 00:09","1005.8","2018-06-27 14:56","27.8","31.6","2018-06-27 12:56","25.0","2018-06-27 17:50","...","79","63","2018-06-27 15:18","1.7","169","8.0","322","2018-06-27 13:19","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"28","1005.1","...","1007.3","2018-06-29 00:00","1003.2","2018-06-28 16:22","27.7","31.4","2018-06-28 10:25","24.5","2018-06-28 03:12","...","82","62","2018-06-28 10:21","1.8","143","7.7","297","2018-06-28 13:02","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"29","1002.3","...","1003.9","2018-06-29 09:15","1000.5","2018-06-29 16:10","28.5","31.8","2018-06-29 14:07","25.9","2018-06-29 04:53","...","78","58","2018-06-29 13:55","2.0","208","7.4","308","2018-06-29 14:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1002.6","...","1004.1","2018-06-30 21:24","1000.9","2018-06-30 15:31","28.7","32.3","2018-06-30 12:55","25.5","2018-06-30 23:41","...","78","55","2018-06-30 12:49","1.8","157","8.1","304","2018-06-30 15:03","7.5","...","...","","...","","...","...","...","...","...","...","","..."
