"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1010.7","...","1012.7","2015-04-01 08:25","1008.7","2015-04-01 16:09","25.3","30.0","2015-04-01 10:51","21.9","2015-04-01 05:03","...","81","52","2015-04-01 13:11","2.6","241","9.0","262","2015-04-01 15:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1007.1","...","1009.5","2015-04-02 00:02","1005.0","2015-04-02 16:09","25.8","30.1","2015-04-02 12:00","22.1","2015-04-02 06:31","...","81","59","2015-04-02 12:37","3.3","202","11.0","231","2015-04-02 14:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1006.6","...","1008.3","2015-04-03 10:17","1004.7","2015-04-03 03:25","26.1","30.7","2015-04-03 10:32","23.0","2015-04-03 04:35","...","78","50","2015-04-03 13:26","3.6","166","11.0","217","2015-04-03 08:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1008.7","...","1010.8","2015-04-04 21:40","1006.5","2015-04-04 03:54","26.1","30.4","2015-04-04 12:47","21.8","2015-04-04 06:02","...","76","53","2015-04-04 12:32","2.2","31","10.0","218","2015-04-04 14:39","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1009.1","...","1010.4","2015-04-05 08:32","1006.7","2015-04-05 16:32","26.8","31.1","2015-04-05 11:40","22.8","2015-04-05 05:01","...","73","55","2015-04-05 11:41","2.0","320","8.0","333","2015-04-05 15:49","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1009.6","...","1011.8","2015-04-06 21:55","1007.6","2015-04-06 02:47","25.8","32.0","2015-04-06 13:39","23.6","2015-04-06 05:21","...","82","57","2015-04-06 13:39","1.5","12","8.0","63","2015-04-06 15:48","16.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1012.0","...","1015.4","2015-04-07 22:37","1009.8","2015-04-07 03:23","22.9","27.1","2015-04-07 12:56","18.7","2015-04-07 23:59","...","79","64","2015-04-07 12:57","2.8","337","8.0","63","2015-04-07 15:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1015.1","...","1016.5","2015-04-08 23:24","1013.4","2015-04-08 14:40","18.7","23.2","2015-04-08 13:35","16.3","2015-04-08 05:12","...","70","58","2015-04-08 13:36","2.8","349","11.0","5","2015-04-08 15:49","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1014.6","...","1016.5","2015-04-09 00:03","1012.3","2015-04-09 15:43","20.6","25.6","2015-04-09 14:36","15.7","2015-04-09 04:11","...","74","60","2015-04-09 13:43","2.4","330","9.0","347","2015-04-09 16:50","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1014.1","...","1015.6","2015-04-10 10:42","1012.6","2015-04-10 14:50","21.1","26.1","2015-04-10 12:33","17.4","2015-04-10 23:55","...","75","59","2015-04-10 12:05","2.5","7","9.0","330","2015-04-10 15:33","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1015.5","...","1017.1","2015-04-11 21:19","1013.4","2015-04-11 03:55","16.9","17.7","2015-04-11 08:47","16.2","2015-04-11 21:47","...","88","78","2015-04-11 07:44","1.9","12","7.0","35","2015-04-11 19:32","13.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","1014.8","...","1016.3","2015-04-12 00:08","1013.0","2015-04-12 15:23","19.8","24.3","2015-04-12 13:26","16.1","2015-04-12 04:24","...","83","67","2015-04-12 11:26","2.4","336","10.0","326","2015-04-12 15:12","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"13","1014.2","...","1016.0","2015-04-13 09:25","1011.7","2015-04-13 15:51","20.9","25.4","2015-04-13 15:12","17.8","2015-04-13 23:51","...","63","35","2015-04-13 17:02","2.5","1","12.0","319","2015-04-13 13:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1014.9","...","1017.2","2015-04-14 08:31","1012.7","2015-04-14 16:58","19.3","23.9","2015-04-14 13:33","14.9","2015-04-14 23:55","...","47","19","2015-04-14 09:49","2.4","2","10.0","325","2015-04-14 10:57","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1013.6","...","1015.3","2015-04-15 09:09","1011.4","2015-04-15 16:06","20.3","25.5","2015-04-15 13:41","12.4","2015-04-15 05:04","...","63","36","2015-04-15 10:38","1.8","3","9.0","243","2015-04-15 14:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1012.2","...","1014.0","2015-04-16 09:00","1009.8","2015-04-16 16:35","24.0","29.2","2015-04-16 11:54","18.7","2015-04-16 05:38","...","69","39","2015-04-16 10:19","2.0","20","9.0","273","2015-04-16 12:02","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1011.1","...","1013.3","2015-04-17 08:34","1009.3","2015-04-17 15:55","24.6","29.3","2015-04-17 12:16","19.2","2015-04-17 05:50","...","75","56","2015-04-17 12:27","1.6","10","8.0","273","2015-04-17 14:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
