"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1004.1","1007.4","28.2","23.8","77","4.1","210","8.9","220","0.0","0.0","...","0.00","...","0","..."
"02","1003.7","1007.0","28.2","23.1","74","3.3","200","7.6","160","0.0","0.0","...","0.00","35.0","0","4.0"
"03","1003.5","1006.8","28.2","22.6","72","3.3","200","7.8","210","0.0","0.0","...","0.00","...","0","..."
"04","1003.2","1006.5","28.2","22.4","71","3.0","200","8.0","200","0.0","0.0","...","0.00","...","0","..."
"05","1002.7","1006.0","28.4","22.2","69","3.3","210","7.0","210","0.0","0.0","...","0.00","35.0","0","7.0"
"06","1003.0","1006.3","28.9","22.4","68","3.5","200","6.7","230","0.0","0.0","0.4","0.00","...","0","..."
"07","1003.2","1006.4","30.3","22.8","64","4.2","200","8.8","220","0.0","0.0","1.0","0.69","...","0","..."
"08","1003.6","1006.8","31.2","23.2","63","5.8","200","11.7","200","0.0","0.0","1.0","1.38","40.0","2","2.0"
"09","1003.9","1007.1","31.7","23.4","62","5.7","200","11.3","210","0.0","0.0","1.0","2.08","30.0","5","3.0"
"10","1004.3","1007.5","32.8","24.1","60","5.2","190","12.4","230","0.0","0.0","1.0","2.73","...","8","5.0"
"11","1004.2","1007.4","32.9","24.1","60","5.3","210","10.8","240","0.0","0.0","0.6","2.35","30.0","7","7.0"
"12","1003.8","1007.0","32.7","24.1","61","4.6","180","10.9","220","0.0","0.0","0.5","2.12","...","8","5.0"
"13","1003.2","1006.4","34.1","24.2","56","5.3","210","11.9","240","0.0","0.0","1.0","3.54","...","11","6.0"
"14","1002.9","1006.1","30.9","23.8","66","3.3","190","11.8","200","T","0.1","0.3","1.48","40.0","5","8.0"
"15","1002.5","1005.7","31.3","24.2","66","5.0","210","9.9","240","0.0","0.0","0.1","0.80","...","3","6.0"
"16","1002.3","1005.5","32.5","24.2","62","5.9","210","12.4","180","0.0","0.0","1.0","2.01","...","4","6.0"
"17","1002.4","1005.6","31.8","23.1","60","4.6","180","10.7","190","0.0","0.0","0.8","1.09","40.0","2","6.0"
"18","1002.6","1005.8","31.4","23.6","63","4.6","200","8.8","200","0.0","0.0","1.0","0.55","...","1","..."
"19","1003.2","1006.4","30.3","23.6","67","4.0","210","8.7","210","0.0","0.0","0.2","0.00","...","0","..."
"20","1003.8","1007.0","29.5","23.6","71","3.5","220","9.7","230","0.0","0.0","...","0.00","40.0","0","4.0"
"21","1003.9","1007.2","29.1","23.0","70","2.7","200","6.8","230","0.0","0.0","...","0.00","40.0","0","6.0"
"22","1004.6","1007.9","28.6","22.6","70","4.0","230","7.6","200","0.0","0.0","...","0.00","...","0","..."
"23","1004.4","1007.7","28.4","22.7","71","2.7","210","6.8","230","0.0","0.0","...","0.00","40.0","0","2.0"
"24","1004.3","1007.6","27.8","22.9","75","1.6","200","4.7","220","0.0","0.0","...","0.00","...","0","..."
