"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1005.9","1009.2","27.8","23.5","77","1.6","170","4.7","200","0.0","0.0","...","0.00","...","0","..."
"02","1005.7","1009.0","28.0","23.1","75","1.4","180","4.3","160","0.0","0.0","...","0.00","...","0","..."
"03","1005.2","1008.5","27.6","23.2","77","1.3","160","4.7","220","0.0","0.0","...","0.00","...","0","..."
"04","1004.7","1008.0","27.7","22.6","74","1.2","160","3.4","160","0.0","0.0","...","0.00","...","0","..."
"05","1005.1","1008.4","26.4","22.6","80","0.7","160","3.0","170","0.0","0.0","...","0.00","40.0","0","0.0"
"06","1005.6","1008.9","27.8","22.4","72","1.4","130","3.2","150","0.0","0.0","0.3","0.05","...","0","..."
"07","1005.9","1009.2","29.9","22.6","65","2.1","190","4.7","220","0.0","0.0","1.0","0.60","...","1","..."
"08","1006.4","1009.6","31.2","23.8","65","4.1","200","7.3","200","0.0","0.0","1.0","1.16","40.0","2","3.0"
"09","1007.0","1010.2","32.8","23.9","60","4.3","220","8.7","190","0.0","0.0","1.0","1.99","40.0","5","3.0"
"10","1006.9","1010.1","32.9","23.9","59","5.2","230","10.3","230","0.0","0.0","1.0","2.59","...","9","3.0"
"11","1006.5","1009.7","34.1","23.8","55","3.9","220","10.1","230","0.0","0.0","1.0","2.95","40.0","12","4.0"
"12","1005.8","1009.0","34.8","23.1","51","5.8","240","8.9","240","0.0","0.0","1.0","3.33","...","14","4.0"
"13","1005.5","1008.7","34.3","24.5","57","5.5","250","10.1","250","0.0","0.0","1.0","2.96","...","12","6.0"
"14","1005.2","1008.4","33.2","24.7","61","5.1","260","10.3","260","0.0","0.0","0.5","1.81","40.0","8","8.0"
"15","1005.2","1008.4","31.9","24.1","63","5.6","250","9.2","260","0.0","0.0","0.0","1.21","...","5","8.0"
"16","1005.2","1008.4","33.2","24.3","60","4.8","240","8.2","240","0.0","0.0","0.3","1.07","...","3","7.0"
"17","1005.3","1008.5","32.7","25.0","64","3.4","260","6.6","240","0.0","0.0","1.0","1.60","30.0","3","6.0"
"18","1005.5","1008.7","31.5","24.4","66","3.3","260","5.7","270","0.0","0.0","1.0","0.71","...","1","..."
"19","1006.3","1009.6","30.0","24.8","74","3.0","270","5.0","260","0.0","0.0","0.4","0.04","...","0","..."
"20","1006.9","1010.2","29.3","25.1","78","2.6","260","4.9","270","0.0","0.0","...","0.00","30.0","0","2.0"
"21","1007.4","1010.7","28.9","25.4","81","1.5","220","3.5","290","0.0","0.0","...","0.00","30.0","0","2.0"
"22","1007.6","1010.9","29.1","25.3","80","1.4","170","2.9","160","0.0","0.0","...","0.00","...","0","..."
"23","1007.5","1010.8","29.0","25.4","81","1.3","160","3.8","150","0.0","0.0","...","0.00","...","0","..."
"24","1007.2","1010.5","28.9","25.1","80","0.5","170","2.9","160","0.0","0.0","...","0.00","...","0","..."
