"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1004.3","1007.6","28.4","21.8","67","1.7","200","5.0","210","0.0","0.0","...","0.00","...","0","..."
"02","1004.2","1007.5","28.1","21.6","68","1.7","170","4.7","180","0.0","0.0","...","0.00","...","0","..."
"03","1003.6","1006.9","27.8","21.9","70","1.8","150","4.9","140","0.0","0.0","...","0.00","...","0","..."
"04","1003.1","1006.4","28.0","21.6","68","1.1","200","4.8","170","0.0","0.0","...","0.00","...","0","..."
"05","1003.0","1006.3","28.0","21.6","68","1.1","190","4.1","210","0.0","0.0","...","0.00","30.0","0","9.0"
"06","1003.4","1006.7","28.6","21.4","65","2.0","220","4.6","220","0.0","0.0","0.0","0.00","...","0","..."
"07","1004.1","1007.4","29.3","21.1","61","2.3","200","5.3","210","0.0","0.0","0.0","0.42","...","0","..."
"08","1004.5","1007.7","29.9","21.7","62","2.0","210","5.2","250","0.0","0.0","0.0","0.60","40.0","2","7.0"
"09","1004.9","1008.1","31.8","23.0","60","4.8","210","8.0","210","0.0","0.0","0.9","1.91","40.0","5","4.0"
"10","1004.6","1007.8","32.8","23.6","59","3.2","210","8.9","220","0.0","0.0","1.0","2.65","...","9","3.0"
"11","1004.3","1007.5","33.7","23.1","54","4.6","210","9.6","220","0.0","0.0","1.0","3.00","55.0","12","6.0"
"12","1003.7","1006.9","34.8","23.5","52","5.8","230","9.7","240","0.0","0.0","1.0","3.07","...","13","7.0"
"13","1003.3","1006.5","34.5","24.3","56","6.4","230","11.3","240","0.0","0.0","1.0","3.39","...","14","8.0"
"14","1003.0","1006.2","33.6","24.8","60","6.7","230","11.7","240","0.0","0.0","1.0","3.03","40.0","12","6.0"
"15","1002.7","1005.9","33.5","24.7","60","6.4","240","11.9","240","0.0","0.0","1.0","2.39","...","8","4.0"
"16","1002.4","1005.6","32.9","24.6","62","7.0","240","12.6","240","0.0","0.0","1.0","2.05","...","5","6.0"
"17","1002.7","1005.9","31.9","24.4","65","5.9","240","12.5","240","0.0","0.0","1.0","1.22","40.0","2","7.0"
"18","1003.1","1006.3","31.3","24.2","66","4.9","230","8.9","230","0.0","0.0","0.9","0.56","...","1","..."
"19","1004.0","1007.2","29.9","24.6","73","3.4","240","7.0","240","0.0","0.0","0.1","0.00","...","0","..."
"20","1004.8","1008.0","29.6","24.1","72","2.1","230","5.3","240","0.0","0.0","...","0.00","40.0","0","3.0"
"21","1005.8","1009.1","29.4","23.7","71","2.3","200","4.8","200","0.0","0.0","...","0.00","40.0","0","0.0"
"22","1006.5","1009.8","29.3","23.5","71","2.5","230","5.3","200","0.0","0.0","...","0.00","...","0","..."
"23","1006.6","1009.9","29.3","23.6","71","2.3","210","5.9","210","0.0","0.0","...","0.00","...","0","..."
"24","1006.2","1009.5","28.5","23.7","75","2.0","190","5.1","230","0.0","0.0","...","0.00","...","0","..."
