"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1003.4","1006.7","28.1","23.5","76","0.6","170","3.6","160","0.0","0.0","...","0.00","...","0","..."
"02","1003.2","1006.5","28.0","23.1","75","0.8","180","3.5","170","0.0","0.0","...","0.00","...","0","..."
"03","1003.4","1006.7","27.6","23.2","77","1.5","180","3.6","220","0.0","0.0","...","0.00","...","0","..."
"04","1003.7","1007.0","27.6","22.7","75","2.0","170","5.5","160","0.0","0.0","...","0.00","...","0","..."
"05","1004.3","1007.6","27.3","21.7","72","1.1","160","3.9","160","0.0","0.0","...","0.00","50.0","0","4.0"
"06","1004.6","1007.9","28.1","21.6","68","1.2","140","2.8","190","0.0","0.0","0.4","0.05","...","0","..."
"07","1004.7","1007.9","30.0","22.5","64","1.7","150","3.8","150","0.0","0.0","1.0","0.61","...","1","..."
"08","1004.5","1007.7","31.1","22.7","61","2.3","170","4.4","190","0.0","0.0","1.0","1.25","50.0","2","2.0"
"09","1004.6","1007.8","32.0","22.9","59","2.8","220","6.0","240","0.0","0.0","1.0","1.90","50.0","5","3.0"
"10","1004.4","1007.6","32.4","23.4","59","5.1","240","10.0","250","0.0","0.0","0.9","2.19","...","8","4.0"
"11","1004.1","1007.3","33.3","23.8","58","4.0","240","9.5","240","0.0","0.0","1.0","2.84","40.0","11","3.0"
"12","1003.7","1006.9","33.3","23.6","57","3.2","240","7.4","260","0.0","0.0","0.8","2.57","...","11","4.0"
"13","1003.5","1006.7","34.1","23.8","55","4.3","250","8.2","260","0.0","0.0","1.0","3.10","...","13","6.0"
"14","1002.9","1006.1","34.2","22.8","52","4.0","260","8.7","260","0.0","0.0","1.0","2.83","40.0","12","8.0"
"15","1002.8","1006.0","33.3","23.4","56","4.9","250","8.0","260","0.0","0.0","1.0","2.48","...","8","8.0"
"16","1002.4","1005.6","33.0","23.6","58","4.1","260","7.9","260","0.0","0.0","1.0","1.73","...","5","8.0"
"17","1002.6","1005.8","31.8","23.2","60","3.9","240","7.2","250","0.0","0.0","0.6","0.94","40.0","2","8.0"
"18","1002.9","1006.1","31.7","23.5","62","4.0","250","6.8","250","0.0","0.0","0.9","0.60","...","1","..."
"19","1003.0","1006.2","30.1","23.5","68","2.8","240","5.9","220","0.0","0.0","0.1","0.06","...","0","..."
"20","1003.2","1006.4","30.0","23.3","67","2.8","230","5.3","240","0.0","0.0","...","0.00","20.0","0","3.0"
"21","1002.9","1006.1","29.7","23.4","69","2.2","180","4.7","190","0.0","0.0","...","0.00","20.0","0","3.0"
"22","1003.4","1006.6","29.4","23.2","69","2.7","190","5.8","200","0.0","0.0","...","0.00","...","0","..."
"23","1003.6","1006.9","29.2","23.0","69","1.8","180","4.7","180","0.0","0.0","...","0.00","...","0","..."
"24","1003.3","1006.5","29.3","21.9","64","1.4","170","4.8","160","0.0","0.0","...","0.00","...","0","..."
