"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1004.7","1008.0","26.2","24.0","88","0.3","220","2.5","190","0.0","0.0","...","0.00","...","0","..."
"02","1004.6","1007.9","26.0","24.0","89","0.9","160","2.3","160","0.0","0.0","...","0.00","...","0","..."
"03","1004.1","1007.4","26.1","23.3","85","1.2","160","4.8","180","0.0","0.0","...","0.00","...","0","..."
"04","1004.0","1007.3","25.5","23.1","87","1.1","110","3.2","160","0.0","0.0","...","0.00","...","0","..."
"05","1004.4","1007.7","25.0","23.3","90","0.5","210","1.8","100","0.0","0.0","...","0.00","30.0","0","5.0"
"06","1004.9","1008.2","25.3","23.9","92","0.0","0","1.9","170","0.0","0.0","0.3","0.05","...","0","..."
"07","1005.3","1008.6","27.4","24.0","82","0.5","170","2.5","240","0.0","0.0","0.1","0.56","...","0","..."
"08","1005.3","1008.5","29.9","25.1","76","2.5","210","4.8","190","0.0","0.0","0.9","1.21","20.0","2","6.0"
"09","1005.3","1008.5","31.3","25.1","70","2.9","190","7.4","210","0.0","0.0","1.0","2.07","20.0","5","5.0"
"10","1005.3","1008.5","32.0","25.3","68","5.3","220","9.7","230","0.0","0.0","1.0","2.60","...","8","6.0"
"11","1005.3","1008.5","32.2","25.0","66","5.4","220","9.0","230","0.0","0.0","0.9","2.83","20.0","10","8.0"
"12","1005.1","1008.4","28.4","25.9","86","3.8","240","10.9","200","1.0","0.3","0.2","1.38","...","6","8.0"
"13","1005.2","1008.5","27.4","23.9","81","3.7","200","12.2","210","1.0","0.8","0.1","0.98","...","4","10.0"
"14","1004.9","1008.2","29.5","26.2","82","2.5","210","5.8","190","T","0.1","0.1","1.19","15.0","4","10.0"
"15","1004.3","1007.6","28.5","25.4","83","2.8","170","7.4","190","T","0.2","0.0","1.13","...","4","10.0"
"16","1003.8","1007.1","29.2","24.3","75","2.8","160","5.8","160","0.0","0.0","0.0","1.00","...","2","10.0"
"17","1003.5","1006.7","29.3","24.7","76","2.5","200","5.2","190","0.0","0.0","0.0","0.60","25.0","1","10.0"
"18","1004.2","1007.5","28.9","24.8","79","3.1","240","5.6","220","0.0","0.0","0.0","0.24","...","0","..."
"19","1004.7","1008.0","28.0","24.5","81","3.0","200","6.6","210","0.0","0.0","0.0","0.00","...","0","..."
"20","1005.6","1008.9","27.9","24.8","83","2.7","220","5.0","230","0.0","0.0","...","0.00","25.0","0","8.0"
"21","1006.1","1009.4","27.1","24.5","86","2.3","220","5.9","230","0.5","0.3","...","0.00","25.0","0","10.0"
"22","1006.2","1009.5","27.0","24.8","88","0.7","190","3.5","230","T","0.2","...","0.00","...","0","..."
"23","1006.1","1009.4","26.2","24.6","91","0.3","150","2.2","250","0.0","0.0","...","0.00","...","0","..."
"24","1005.8","1009.1","26.7","24.4","87","1.2","160","3.0","160","0.0","0.0","...","0.00","...","0","..."
