"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1002.3","1005.6","28.2","23.9","78","2.4","190","5.6","190","0.0","0.0","...","0.00","...","0","..."
"02","1002.3","1005.6","27.7","23.8","79","1.8","200","5.6","170","0.0","0.0","...","0.00","30.0","0","0.0"
"03","1002.3","1005.6","27.7","23.2","77","2.0","190","4.6","180","0.0","0.0","...","0.00","...","0","..."
"04","1002.4","1005.7","27.7","23.0","76","1.6","180","6.0","200","0.0","0.0","...","0.00","...","0","..."
"05","1002.5","1005.8","27.6","22.8","75","2.1","190","4.6","170","0.0","0.0","...","0.00","30.0","0","2.0"
"06","1003.1","1006.4","28.1","23.0","74","1.5","190","4.9","190","0.0","0.0","0.4","0.05","...","0","..."
"07","1003.4","1006.6","29.3","23.4","71","2.0","190","4.1","190","0.0","0.0","0.8","0.62","...","0","..."
"08","1003.2","1006.4","30.9","23.5","65","3.9","190","10.3","200","0.0","0.0","1.0","1.38","30.0","2","6.0"
"09","1004.0","1007.2","31.3","24.1","66","4.5","180","10.3","230","0.0","0.0","0.8","1.94","25.0","4","8.0"
"10","1003.9","1007.1","32.1","24.2","63","4.5","180","11.9","160","0.0","0.0","0.7","2.36","...","7","7.0"
"11","1003.4","1006.6","33.3","24.3","59","5.3","180","10.5","210","0.0","0.0","0.9","2.99","20.0","9","9.0"
"12","1002.8","1006.0","33.2","24.0","59","6.2","200","12.7","160","0.0","0.0","0.9","3.10","...","10","9.0"
"13","1002.3","1005.5","33.6","24.4","59","6.4","210","12.3","200","0.0","0.0","0.9","3.09","...","10","9.0"
"14","1001.6","1004.8","33.4","24.1","58","7.2","210","14.9","230","0.0","0.0","1.0","3.09","25.0","10","9.0"
"15","1000.8","1004.0","33.5","24.5","59","6.2","220","13.1","230","0.0","0.0","1.0","2.36","...","6","9.0"
"16","1000.8","1004.0","33.1","23.6","58","6.2","220","13.5","230","0.0","0.0","0.9","1.47","...","3","9.0"
"17","1001.1","1004.3","32.5","23.5","59","5.3","210","11.9","240","0.0","0.0","0.5","0.94","20.0","2","9.0"
"18","1001.6","1004.8","31.2","23.2","63","4.5","200","10.2","190","0.0","0.0","0.0","0.35","...","0","..."
"19","1002.3","1005.5","30.2","23.2","66","3.4","190","10.2","190","0.0","0.0","0.0","0.00","...","0","..."
"20","1002.5","1005.7","29.9","22.9","66","2.9","190","8.9","200","0.0","0.0","...","0.00","30.0","0","4.0"
"21","1003.0","1006.2","29.5","22.7","67","3.9","200","8.9","230","0.0","0.0","...","0.00","30.0","0","4.0"
"22","1003.6","1006.9","28.9","23.1","71","3.6","200","9.8","190","0.0","0.0","...","0.00","...","0","..."
"23","1004.1","1007.4","28.8","23.4","73","4.0","190","9.3","200","0.0","0.0","...","0.00","30.0","0","3.0"
"24","1003.9","1007.2","28.7","23.6","74","4.8","210","9.3","170","0.0","0.0","...","0.00","...","0","..."
