"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1002.3","...","...","","...","","26.1","...","","...","","...","76","...","","1.9","88","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","998.9","...","...","","...","","26.3","...","","...","","...","76","...","","2.2","101","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","998.3","...","...","","...","","26.4","...","","...","","...","72","...","","2.0","264","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1000.5","...","...","","...","","26.4","...","","...","","...","73","...","","2.0","113","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1000.8","...","...","","...","","26.9","...","","...","","...","71","...","","1.6","88","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1001.4","...","...","","...","","25.5","...","","...","","...","80","...","","1.3","38","...","...","","12.5","...","...","","...","","...","...","...","...","...","...","","..."
"07","1003.5","...","...","","...","","23.9","...","","...","","...","78","...","","1.3","23","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1006.4","...","...","","...","","19.8","...","","...","","...","69","...","","1.5","31","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1006.0","...","...","","...","","20.9","...","","...","","...","73","...","","1.3","11","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1005.7","...","...","","...","","21.3","...","","...","","...","76","...","","1.2","340","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1007.0","...","...","","...","","17.4","...","","...","","...","92","...","","1.0","2","...","...","","12.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","1006.3","...","...","","...","","19.9","...","","...","","...","85","...","","1.0","33","...","...","","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"13","1005.8","...","...","","...","","20.8","...","","...","","...","61","...","","1.4","20","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1006.4","...","...","","...","","19.4","...","","...","","...","42","...","","1.7","50","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1005.1","...","...","","...","","20.8","...","","...","","...","56","...","","1.7","30","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1003.8","...","...","","...","","24.4","...","","...","","...","63","...","","1.6","95","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1002.8","...","...","","...","","24.4","...","","...","","...","73","...","","1.4","97","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1000.1","...","...","","...","","27.7","...","","...","","...","69","...","","3.1","101","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","999.0","...","...","","...","","27.7","...","","...","","...","70","...","","2.3","244","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","998.8","...","...","","...","","27.7","...","","...","","...","64","...","","2.5","100","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1002.2","...","...","","...","","23.0","...","","...","","...","83","...","","1.2","5","...","...","","18.5","...","...","","...","","...","...","...","...","...","...","","..."
"22","1005.4","...","...","","...","","22.9","...","","...","","...","75","...","","1.3","35","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1006.7","...","...","","...","","23.2","...","","...","","...","79","...","","1.2","10","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1005.8","...","...","","...","","23.7","...","","...","","...","83","...","","1.0","24","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1004.8","...","...","","...","","24.1","...","","...","","...","78","...","","1.1","324","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1004.7","...","...","","...","","23.9","...","","...","","...","77","...","","1.3","18","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1003.1","...","...","","...","","25.1","...","","...","","...","74","...","","1.2","112","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1000.7","...","...","","...","","26.3","...","","...","","...","72","...","","1.4","269","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1000.0","...","...","","...","","26.5","...","","...","","...","76","...","","1.7","101","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1000.8","...","...","","...","","26.8","...","","...","","...","75","...","","1.3","321","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
