"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","999.5","...","1001.2","2018-06-01 22:57","997.6","2018-06-01 15:24","28.5","33.9","2018-06-01 14:20","24.0","2018-06-01 23:40","...","75","52","2018-06-01 14:20","1.2","53","7.3","305","2018-06-01 12:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","999.5","...","1000.7","2018-06-02 08:02","997.6","2018-06-02 15:00","27.3","33.6","2018-06-02 13:30","23.1","2018-06-02 05:04","...","73","52","2018-06-02 14:24","1.2","222","7.1","320","2018-06-02 15:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","998.1","...","1000.1","2018-06-03 00:01","995.8","2018-06-03 16:55","28.3","34.6","2018-06-03 13:11","23.6","2018-06-03 03:41","...","72","45","2018-06-03 13:11","1.2","203","7.1","315","2018-06-03 14:39","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","998.3","...","999.9","2018-06-04 22:28","996.2","2018-06-04 14:55","28.6","33.3","2018-06-04 14:12","-40.0","2018-06-04 13:18","...","72","0","2018-06-04 13:18","1.1","281","8.5","323","2018-06-04 14:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","998.8","...","1000.7","2018-06-05 21:58","996.7","2018-06-05 14:47","28.4","34.8","2018-06-05 13:21","24.7","2018-06-05 04:49","...","74","51","2018-06-05 13:21","1.6","100","7.7","265","2018-06-05 16:17","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"06","998.0","...","999.4","2018-06-06 00:01","996.0","2018-06-06 15:39","29.0","34.6","2018-06-06 11:59","24.3","2018-06-06 04:54","...","71","47","2018-06-06 11:59","1.2","45","8.0","314","2018-06-06 15:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","996.5","...","997.8","2018-06-07 00:01","994.2","2018-06-07 15:05","28.2","33.3","2018-06-07 13:46","24.9","2018-06-07 05:11","...","80","59","2018-06-07 12:58","1.2","83","7.4","318","2018-06-07 14:10","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","992.9","...","996.0","2018-06-08 00:02","991.0","2018-06-08 16:36","28.2","34.4","2018-06-08 12:45","23.7","2018-06-08 05:21","...","79","49","2018-06-08 12:28","1.3","76","7.4","320","2018-06-08 13:42","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","990.0","...","991.5","2018-06-09 07:03","987.5","2018-06-09 16:03","29.5","34.8","2018-06-09 13:38","25.2","2018-06-09 04:41","...","74","48","2018-06-09 13:26","1.5","268","6.8","259","2018-06-09 12:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","989.6","...","990.8","2018-06-10 00:17","987.8","2018-06-10 15:02","27.9","32.9","2018-06-10 14:21","25.2","2018-06-10 17:36","...","81","57","2018-06-10 11:47","1.2","279","7.8","282","2018-06-10 14:14","7.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","990.6","...","993.5","2018-06-11 22:15","988.4","2018-06-11 03:01","27.0","31.2","2018-06-11 13:47","24.6","2018-06-11 08:42","...","86","66","2018-06-11 14:27","0.9","22","5.2","292","2018-06-11 15:16","66.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","992.5","...","994.3","2018-06-12 08:57","991.1","2018-06-12 16:02","27.5","32.1","2018-06-12 12:49","24.7","2018-06-12 01:59","...","77","55","2018-06-12 12:47","1.3","257","6.6","257","2018-06-12 12:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","989.1","...","992.1","2018-06-13 00:01","986.8","2018-06-13 16:27","28.6","33.7","2018-06-13 12:14","23.6","2018-06-13 03:51","...","68","48","2018-06-13 12:14","1.3","97","7.0","314","2018-06-13 13:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","986.1","...","987.9","2018-06-14 00:01","984.2","2018-06-14 17:26","27.4","31.6","2018-06-14 10:59","24.6","2018-06-14 20:21","...","82","60","2018-06-14 11:12","1.0","39","6.1","192","2018-06-14 18:37","12.5","...","...","","...","","...","...","...","...","...","...","","..."
"15","987.5","...","992.2","2018-06-15 23:24","984.6","2018-06-15 03:45","26.7","30.0","2018-06-15 12:42","24.5","2018-06-15 03:40","...","81","63","2018-06-15 15:25","1.0","38","6.0","313","2018-06-15 15:42","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","993.0","...","995.1","2018-06-16 22:35","991.1","2018-06-16 03:29","26.5","31.3","2018-06-16 13:28","24.0","2018-06-16 06:06","...","81","59","2018-06-16 13:32","1.0","25","6.6","181","2018-06-16 15:44","27.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","993.7","...","994.8","2018-06-17 08:11","992.4","2018-06-17 15:24","27.1","31.2","2018-06-17 12:02","24.5","2018-06-17 03:40","...","83","65","2018-06-17 12:02","1.3","190","9.5","159","2018-06-17 13:14","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"18","993.7","...","995.0","2018-06-18 08:15","992.1","2018-06-18 14:41","26.0","27.8","2018-06-18 20:50","24.2","2018-06-18 01:44","...","85","66","2018-06-18 20:50","1.4","196","9.5","181","2018-06-18 15:25","18.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","996.0","...","998.4","2018-06-19 21:47","993.3","2018-06-19 02:28","24.6","26.4","2018-06-19 00:01","23.0","2018-06-19 08:41","...","91","73","2018-06-19 00:01","2.5","186","10.4","228","2018-06-19 07:55","85.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","996.9","...","998.7","2018-06-20 23:27","995.4","2018-06-20 16:47","25.1","28.4","2018-06-20 17:08","23.5","2018-06-20 05:05","...","90","74","2018-06-20 16:53","1.5","169","7.4","172","2018-06-20 09:01","55.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","997.3","...","998.2","2018-06-21 10:32","996.3","2018-06-21 15:28","27.2","32.0","2018-06-21 12:32","24.1","2018-06-21 03:23","...","82","61","2018-06-21 12:00","1.8","200","8.6","230","2018-06-21 11:57","3.5","...","...","","...","","...","...","...","...","...","...","","..."
