"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1011.9","...","1013.8","2018-04-01 10:27","1010.3","2018-04-01 16:04","24.0","26.9","2018-04-01 11:00","22.1","2018-04-01 06:40","...","83","51","2018-04-01 10:59","1.6","161","6.1","324","2018-04-01 17:06","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1012.3","...","1013.8","2018-04-02 10:10","1010.8","2018-04-02 15:35","24.4","26.8","2018-04-02 14:08","22.7","2018-04-02 05:55","...","77","59","2018-04-02 11:36","0.5","319","4.9","305","2018-04-02 13:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1012.9","...","1014.7","2018-04-03 10:16","1011.4","2018-04-03 03:44","24.4","26.9","2018-04-03 12:10","22.6","2018-04-03 05:30","...","80","64","2018-04-03 09:23","0.8","316","5.6","329","2018-04-03 14:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1011.8","...","1013.7","2018-04-04 09:54","1010.0","2018-04-04 16:10","24.4","27.2","2018-04-04 14:15","21.4","2018-04-04 06:02","...","84","65","2018-04-04 14:09","1.7","17","6.9","317","2018-04-04 14:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1011.0","...","1012.6","2018-04-05 09:24","1009.3","2018-04-05 15:55","25.2","27.8","2018-04-05 12:16","23.2","2018-04-05 06:02","...","79","61","2018-04-05 17:16","1.1","14","6.0","333","2018-04-05 15:28","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1012.7","...","1017.9","2018-04-06 23:22","1009.5","2018-04-06 03:02","22.9","28.2","2018-04-06 10:53","17.1","2018-04-06 23:52","...","76","54","2018-04-06 23:55","4.6","12","20.1","10","2018-04-06 21:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1019.3","...","1021.1","2018-04-07 09:38","1016.2","2018-04-07 01:47","17.5","18.8","2018-04-07 12:44","16.6","2018-04-07 21:32","...","48","33","2018-04-07 23:59","7.4","16","20.4","16","2018-04-07 00:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1018.6","...","1020.6","2018-04-08 00:09","1016.7","2018-04-08 15:25","19.1","23.0","2018-04-08 13:15","14.4","2018-04-08 06:04","...","52","29","2018-04-08 01:15","2.3","16","9.1","327","2018-04-08 15:13","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1017.0","...","1019.1","2018-04-09 08:51","1015.1","2018-04-09 16:21","20.7","24.7","2018-04-09 14:53","15.7","2018-04-09 06:04","...","67","48","2018-04-09 11:25","1.0","73","4.8","297","2018-04-09 13:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1014.0","...","1016.1","2018-04-10 08:42","1011.7","2018-04-10 16:31","22.7","27.0","2018-04-10 10:27","17.2","2018-04-10 05:00","...","68","43","2018-04-10 09:32","1.2","84","5.9","335","2018-04-10 15:04","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1011.2","...","1013.3","2018-04-11 08:30","1008.9","2018-04-11 17:19","25.4","28.9","2018-04-11 12:36","21.4","2018-04-11 05:46","...","83","66","2018-04-11 10:00","1.2","65","6.9","264","2018-04-11 13:33","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1010.7","...","1012.3","2018-04-12 23:02","1008.7","2018-04-12 15:44","26.8","28.7","2018-04-12 16:03","25.7","2018-04-12 05:52","...","91","75","2018-04-12 11:53","2.0","192","7.5","258","2018-04-12 12:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1011.5","...","1013.2","2018-04-13 09:37","1009.5","2018-04-13 16:09","27.0","29.2","2018-04-13 12:06","24.0","2018-04-13 04:42","...","90","72","2018-04-13 11:22","2.5","262","8.4","265","2018-04-13 13:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1010.3","...","1012.2","2018-04-14 08:54","1008.3","2018-04-14 15:32","27.4","30.1","2018-04-14 10:46","25.9","2018-04-14 06:12","...","89","66","2018-04-14 10:22","2.6","193","10.0","261","2018-04-14 13:24","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1010.9","...","1013.6","2018-04-15 19:02","1008.9","2018-04-15 04:08","23.4","26.7","2018-04-15 00:12","17.9","2018-04-15 22:00","...","85","64","2018-04-15 14:03","4.8","10","14.6","26","2018-04-15 20:27","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1013.4","...","1015.5","2018-04-16 23:09","1011.4","2018-04-16 15:15","21.5","25.7","2018-04-16 15:03","18.5","2018-04-16 06:19","...","75","61","2018-04-16 15:03","4.3","20","10.8","10","2018-04-16 19:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1014.8","...","1017.0","2018-04-17 09:07","1012.5","2018-04-17 16:21","20.2","24.3","2018-04-17 13:36","18.0","2018-04-17 06:22","...","83","63","2018-04-17 13:17","4.6","22","10.4","19","2018-04-17 17:10","3.5","...","...","","...","","...","...","...","...","...","...","","..."
"18","1013.8","...","1015.8","2018-04-18 08:34","1012.1","2018-04-18 16:27","21.5","25.3","2018-04-18 13:19","17.7","2018-04-18 03:10","...","75","62","2018-04-18 10:00","2.9","6","8.7","337","2018-04-18 16:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1013.2","...","1014.6","2018-04-19 09:21","1012.1","2018-04-19 15:39","23.8","26.4","2018-04-19 11:52","21.0","2018-04-19 04:22","...","83","64","2018-04-19 11:46","1.3","342","8.1","309","2018-04-19 12:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
