"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1011.9","...","1014.0","2015-04-01 08:23","1009.9","2015-04-01 16:11","25.3","28.4","2015-04-01 09:57","22.3","2015-04-01 06:01","...","85","69","2015-04-01 09:58","2.8","164","9.0","230","2015-04-01 14:52","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1008.4","...","1010.8","2015-04-02 00:01","1006.3","2015-04-02 16:06","26.3","29.1","2015-04-02 11:22","24.4","2015-04-02 06:11","...","81","67","2015-04-02 11:14","3.6","182","10.0","218","2015-04-02 16:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1007.9","...","1009.8","2015-04-03 10:17","1006.0","2015-04-03 03:23","26.3","29.4","2015-04-03 11:16","24.0","2015-04-03 06:00","...","81","64","2015-04-03 12:41","3.4","168","10.0","234","2015-04-03 14:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1009.9","...","1011.8","2015-04-04 21:25","1007.7","2015-04-04 03:45","26.4","29.0","2015-04-04 11:18","23.9","2015-04-04 05:50","...","78","61","2015-04-04 16:16","2.5","180","8.0","240","2015-04-04 14:53","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1010.2","...","1011.5","2015-04-05 08:32","1007.8","2015-04-05 16:09","26.5","29.5","2015-04-05 11:07","23.7","2015-04-05 06:00","...","75","61","2015-04-05 12:48","2.4","16","8.0","332","2015-04-05 16:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1010.6","...","1012.8","2015-04-06 21:55","1008.6","2015-04-06 02:42","26.5","30.3","2015-04-06 12:36","24.5","2015-04-06 23:40","...","78","66","2015-04-06 12:42","2.2","13","7.0","23","2015-04-06 23:45","4.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1013.0","...","1016.3","2015-04-07 22:40","1010.6","2015-04-07 03:19","23.2","26.6","2015-04-07 12:16","19.2","2015-04-07 23:55","...","78","65","2015-04-07 12:15","5.0","4","7.0","23","2015-04-07 23:45","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1016.0","...","1017.6","2015-04-08 23:31","1014.3","2015-04-08 14:45","19.0","23.0","2015-04-08 14:29","16.5","2015-04-08 06:00","...","71","58","2015-04-08 12:45","5.9","6","7.0","23","2015-04-08 23:45","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1015.6","...","1017.5","2015-04-10 00:00","1013.3","2015-04-09 15:54","20.6","25.0","2015-04-09 15:52","16.7","2015-04-09 04:01","...","74","62","2015-04-09 15:52","3.9","9","13.0","360","2015-04-09 15:50","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1015.2","...","1016.9","2015-04-10 10:28","1013.5","2015-04-10 15:50","21.4","25.5","2015-04-10 12:51","18.1","2015-04-10 23:58","...","75","63","2015-04-10 12:16","4.8","14","11.0","36","2015-04-10 21:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
