"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","764.2","3149.2","12.4","12.2","99","1.6","20","5.8","340","2.0","1.0","...","0.00","...","...","..."
"02","763.8","3145.2","12.4","12.2","99","1.7","40","5.8","110","1.0","1.0","...","0.00","...","...","..."
"03","763.4","3141.3","12.7","12.5","99","1.4","30","8.5","290","1.5","1.0","...","0.00","...","...","..."
"04","763.4","3141.6","12.7","12.5","99","1.5","100","7.6","70","3.0","1.0","...","0.00","...","...","..."
"05","763.3","3140.2","12.6","12.2","97","3.1","120","8.9","140","3.5","0.5","...","0.00","3.0","...","10.0"
"06","763.8","3144.7","12.9","12.8","99","1.6","70","4.8","120","4.5","0.5","0.0","0.00","...","...","..."
"07","764.2","3149.2","13.3","13.1","99","2.2","330","7.0","290","12.5","1.0","0.0","0.00","...","...","..."
"08","764.4","3151.2","13.5","13.5","100","1.6","20","8.4","240","5.0","1.0","0.0","0.00","1.5","...","10.0"
"09","764.4","3153.3","14.4","14.0","97","1.2","20","3.7","360","1.5","0.3","0.0","0.52","1.5","...","10.0"
"10","764.5","3156.6","15.6","15.2","97","1.2","360","3.1","280","0.5","0.5","0.0","0.82","...","...","..."
"11","764.5","3156.7","15.5","15.1","97","1.1","20","3.3","360","0.5","1.0","0.0","0.93","1.5","...","10.0"
"12","764.3","3154.5","15.9","15.3","96","1.1","10","3.6","190","0.5","1.0","0.0","0.98","...","...","..."
"13","763.9","3149.1","15.1","14.6","97","1.0","70","5.3","60","0.5","1.0","0.0","0.80","...","...","..."
"14","763.7","3148.0","16.0","15.5","97","1.1","360","4.6","270","0.5","1.0","0.0","0.92","1.5","...","10.0"
"15","763.2","3141.9","15.2","14.8","97","2.0","270","4.0","250","7.0","1.0","0.0","0.71","...","...","..."
"16","762.9","3138.6","15.2","15.2","100","2.3","300","7.7","240","8.5","1.0","0.0","0.30","...","...","..."
"17","762.8","3136.7","14.7","14.4","98","2.0","260","7.8","260","0.5","0.2","0.0","0.06","0.5","...","..."
"18","763.1","3140.3","14.6","14.4","99","1.1","300","8.0","250","2.0","0.3","0.0","0.00","...","...","..."
"19","763.4","3144.0","14.5","14.3","99","1.9","250","4.7","280","0.0","0.0","0.0","0.00","...","...","..."
"20","763.7","3147.7","14.6","14.5","99","1.2","330","5.6","300","1.5","0.3","...","0.00","0.3","...","..."
"21","764.1","3153.1","14.5","14.5","100","0.9","10","4.9","320","2.5","1.0","...","0.00","0.1","...","..."
"22","764.3","3157.1","14.7","14.5","99","1.8","290","5.7","270","4.5","1.0","...","0.00","...","...","..."
"23","764.4","3157.4","14.2","14.1","99","1.0","350","7.7","230","5.0","1.0","...","0.00","...","...","..."
"24","763.8","3151.2","14.1","13.9","99","0.6","70","3.1","90","1.5","0.2","...","0.00","...","...","..."
