"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","764.1","3149.0","12.4","11.4","94","1.5","30","4.8","70","0.3","1.0","...","0.00","...","...","..."
"02","763.8","3146.7","12.7","11.7","94","1.7","30","6.0","340","0.2","1.0","...","0.00","...","...","..."
"03","763.5","3143.3","12.6","11.8","95","1.3","360","4.5","40","3.5","1.0","...","0.00","...","...","..."
"04","763.2","3140.0","12.7","11.7","94","1.0","30","4.7","300","0.5","1.0","...","0.00","...","...","..."
"05","763.6","3143.4","12.6","12.0","96","1.0","350","3.5","260","1.5","1.0","...","0.00","0.5","...","..."
"06","764.0","3147.8","13.1","11.9","92","1.7","310","5.3","280","3.3","1.0","0.0","0.00","...","...","..."
"07","764.3","3150.8","13.4","12.5","94","2.1","290","6.3","280","0.1","1.0","0.0","0.00","...","...","..."
"08","764.6","3154.2","13.6","12.7","94","1.0","320","5.6","280","0.1","1.0","0.0","0.00","0.8","...","..."
"09","764.8","3156.7","13.8","12.7","93","1.1","60","3.4","320","0.5","1.0","0.0","0.00","0.3","...","..."
"10","764.9","3158.4","14.0","13.1","94","1.1","20","3.1","110","0.4","1.0","0.0","0.02","...","...","..."
"11","764.8","3157.7","14.1","13.1","94","0.7","60","4.0","140","0.1","0.3","0.0","0.29","0.3","...","..."
"12","764.5","3156.1","15.1","13.9","93","2.1","140","6.1","150","0.0","0.0","0.0","0.74","...","...","..."
"13","763.8","3148.9","15.8","13.9","88","0.8","30","4.3","160","0.0","0.0","0.0","1.02","...","...","..."
"14","764.0","3151.2","15.6","13.9","90","0.8","V","5.7","270","0.0","0.0","0.0","0.50","0.5","...","..."
"15","763.8","3149.0","15.7","13.8","88","1.7","260","3.5","300","0.0","0.0","0.0","0.97","...","...","..."
"16","763.8","3147.4","14.3","13.3","94","2.2","240","7.4","280","3.5","0.9","0.0","0.29","...","...","..."
"17","763.3","3141.7","14.3","13.4","94","1.2","30","5.3","290","2.0","1.0","0.0","0.00","0.1","...","..."
"18","763.6","3145.4","14.1","13.1","94","0.9","50","4.1","80","0.5","1.0","0.0","0.00","...","...","..."
"19","764.3","3153.4","14.0","13.0","94","1.6","20","6.6","230","0.5","1.0","0.0","0.00","...","...","..."
"20","764.5","3155.7","13.9","13.2","96","0.5","40","5.0","270","1.5","1.0","...","0.00","0.1","...","..."
"21","764.9","3160.5","14.0","13.3","96","0.7","310","2.4","240","5.0","1.0","...","0.00","0.1","...","..."
"22","765.3","3165.3","14.1","13.2","94","1.4","280","4.3","260","11.0","1.0","...","0.00","...","...","..."
"23","765.1","3163.3","14.2","13.3","94","0.5","30","3.9","260","0.2","1.0","...","0.00","...","...","..."
"24","764.7","3160.1","14.1","13.4","96","0.6","360","3.7","130","2.3","1.0","...","0.00","...","...","..."
