"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","765.0","3167.4","14.1","13.0","93","0.9","210","1.7","150","0.0","0.0","...","0.00","...","...","..."
"02","764.4","3159.4","13.5","12.2","92","1.7","180","2.7","150","0.0","0.0","...","0.00","...","...","..."
"03","764.5","3161.6","13.3","12.1","92","1.8","200","2.7","210","0.0","0.0","...","0.00","...","...","..."
"04","764.2","3155.9","13.3","12.0","92","1.4","150","2.5","140","0.0","0.0","...","0.00","...","...","..."
"05","764.4","3157.3","13.1","11.9","92","1.6","200","3.0","210","0.0","0.0","...","0.00","30.0","...","0.0"
"06","764.4","3156.5","12.8","12.0","95","1.7","180","3.5","150","0.0","0.0","0.0","0.02","...","...","..."
"07","764.4","3155.0","12.3","11.1","92","1.6","230","4.0","210","0.0","0.0","1.0","0.70","...","...","..."
"08","764.4","3159.4","16.0","14.6","91","0.6","110","2.6","280","0.0","0.0","1.0","1.51","30.0","...","4.0"
"09","764.5","3163.4","18.8","15.6","82","1.9","360","3.9","360","0.0","0.0","1.0","2.42","30.0","...","5.0"
"10","764.8","3165.0","17.7","14.8","83","1.4","330","2.9","350","0.0","0.0","0.3","1.34","...","...","..."
"11","764.6","3162.0","17.0","14.9","87","1.1","310","3.3","350","0.0","0.0","0.1","0.99","1.5","...","9.0"
"12","764.6","3161.6","17.5","15.1","86","1.6","330","3.3","320","0.0","0.0","0.0","1.12","...","...","..."
"13","764.5","3161.5","17.9","15.5","86","1.6","310","4.2","280","0.0","0.0","0.1","1.82","...","...","..."
"14","764.5","3160.1","17.4","15.4","88","1.8","320","4.3","250","0.0","0.0","0.1","1.21","0.5","...","..."
"15","763.9","3151.9","16.4","14.3","87","0.4","270","3.2","260","0.0","0.0","0.0","0.42","...","...","..."
"16","763.8","3150.8","16.4","14.3","87","0.2","0","2.7","290","0.0","0.0","0.0","0.27","...","...","..."
"17","763.7","3149.6","16.5","14.3","87","0.5","140","3.1","100","0.0","0.0","0.0","0.03","0.2","...","..."
"18","763.9","3150.9","16.1","14.5","90","0.3","30","1.6","190","0.0","0.0","0.0","0.00","...","...","..."
"19","764.5","3156.2","15.6","14.2","91","0.8","V","3.8","140","1.3","0.8","0.0","0.00","...","...","..."
"20","764.9","3165.2","15.4","13.9","91","1.4","180","2.7","150","1.6","0.5","...","0.00","0.5","...","..."
"21","765.3","3173.1","15.3","14.1","93","0.7","160","2.0","200","0.0","0.0","...","0.00","15.0","...","7.0"
"22","765.8","3176.2","14.5","13.2","92","1.3","170","2.6","140","0.0","0.0","...","0.00","...","...","..."
"23","765.1","3167.0","14.1","12.5","90","1.9","200","3.2","190","0.0","0.0","...","0.00","...","...","..."
"24","764.8","3164.7","14.4","12.7","90","1.1","180","3.0","210","0.0","0.0","...","0.00","...","...","..."
