"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","763.7","3146.1","12.8","12.8","100","1.1","190","3.4","150","0.0","0.0","...","0.00","...","...","..."
"02","763.3","3141.7","12.6","12.6","100","1.5","170","3.0","150","0.0","0.0","...","0.00","...","...","..."
"03","763.3","3141.6","12.8","12.8","100","0.3","160","2.5","160","0.0","0.0","...","0.00","...","...","..."
"04","763.3","3141.1","12.7","12.7","100","0.4","280","2.0","230","0.0","0.0","...","0.00","...","...","..."
"05","763.2","3139.9","12.7","12.7","100","1.4","170","2.6","140","0.0","0.0","...","0.00","15.0","...","9.0"
"06","763.7","3144.9","12.9","12.9","100","0.2","0","2.8","240","0.0","0.0","0.0","0.00","...","...","..."
"07","764.1","3152.3","15.2","14.5","96","0.3","190","3.4","230","0.0","0.0","0.1","0.41","...","...","..."
"08","764.4","3157.2","16.3","14.7","90","0.3","170","2.6","170","0.0","0.0","0.1","0.69","30.0","...","8.0"
"09","764.2","3159.8","20.2","15.7","75","0.7","230","3.0","250","0.0","0.0","0.6","1.55","30.0","...","6.0"
"10","764.5","3161.0","18.7","14.9","79","1.5","260","4.3","230","0.0","0.0","0.5","1.96","...","...","..."
"11","764.5","3156.5","15.1","14.3","95","1.4","240","4.8","240","0.0","0.0","0.0","0.65","0.5","...","/"
"12","764.2","3158.8","19.3","15.4","78","0.6","V","3.5","150","0.0","0.0","0.1","1.64","...","...","..."
"13","764.0","3152.4","16.4","14.6","89","1.1","290","4.3","280","0.0","0.0","0.0","1.16","...","...","..."
"14","763.6","3146.1","15.1","15.1","100","0.5","V","5.9","220","2.5","0.8","0.0","0.58","0.5","...","/"
"15","763.3","3144.7","16.4","15.7","96","0.4","80","5.0","260","0.5","0.3","0.0","0.63","...","...","..."
"16","763.2","3141.8","15.1","15.1","100","1.5","270","3.5","230","T","0.1","0.0","0.18","...","...","..."
"17","763.4","3143.1","14.4","14.4","100","1.1","240","5.7","290","2.0","1.0","0.0","0.06","0.5","...","/"
"18","763.6","3145.3","14.2","14.2","100","1.4","270","4.8","230","2.0","1.0","0.0","0.00","...","...","..."
"19","763.8","3150.3","14.1","14.1","100","0.3","40","4.8","280","0.5","1.0","0.0","0.00","...","...","..."
"20","764.1","3153.7","13.1","13.1","100","2.0","160","4.5","150","T","0.2","...","0.00","1.5","...","9.0"
"21","764.6","3164.7","13.4","13.4","100","2.1","230","4.2","100","0.0","0.0","...","0.00","1.5","...","9.0"
"22","764.7","3163.2","12.9","12.9","100","1.4","240","3.4","160","0.0","0.0","...","0.00","...","...","..."
"23","764.7","3158.3","12.7","12.7","100","0.6","140","2.9","180","0.0","0.0","...","0.00","...","...","..."
"24","764.6","3162.6","12.7","12.7","100","1.6","140","5.2","170","0.0","0.0","...","0.00","...","...","..."
