"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","763.9","3149.2","12.3","8.3","77","1.0","60","2.9","100","0.0","0.0","...","0.00","...","","..."
"02","763.9","3150.2","13.1","8.0","71","0.9","30","3.2","80","0.0","0.0","...","0.00","...","","..."
"03","763.7","3149.8","13.1","8.7","75","1.4","130","4.8","180","0.0","0.0","...","0.00","...","","..."
"04","763.4","3146.6","13.3","9.6","78","1.4","140","5.5","190","0.0","0.0","...","0.00","...","","..."
"05","763.4","3145.4","13.5","10.0","79","1.0","90","6.5","170","0.0","0.0","...","0.00","30.0","","9.0"
"06","763.6","3145.4","13.4","10.3","81","0.5","50","2.9","80","0.0","0.0","0.0","0.00","...","","..."
"07","764.0","3149.9","14.3","10.6","78","0.8","70","4.3","300","0.0","0.0","0.1","0.13","...","","..."
"08","764.2","3153.0","15.0","10.9","76","0.5","50","2.9","80","0.0","0.0","0.1","0.60","30.0","","7.0"
"09","764.7","3159.2","15.7","11.0","74","0.7","50","3.5","310","0.0","0.0","0.0","0.72","30.0","","7.0"
"10","764.7","3162.7","18.4","10.7","61","1.1","10","4.3","310","0.0","0.0","0.9","2.76","...","","..."
"11","764.6","3163.5","19.9","12.4","62","1.0","10","4.9","310","0.0","0.0","1.0","3.29","30.0","","5.0"
"12","764.5","3161.9","19.9","12.9","64","1.5","340","6.1","290","0.0","0.0","1.0","2.92","...","","..."
"13","764.2","3156.8","18.6","14.0","75","1.6","280","6.4","290","0.0","0.0","0.9","2.62","...","","..."
"14","764.2","3155.6","16.9","13.7","81","1.6","260","6.5","310","0.0","0.0","0.2","1.47","3.0","","9.0"
"15","763.7","3150.3","17.1","13.2","78","1.6","310","4.6","270","0.0","0.0","0.2","1.23","...","","..."
"16","763.4","3146.1","16.2","12.7","80","1.1","V","5.8","300","0.0","0.0","0.0","0.71","...","","..."
"17","763.6","3148.2","15.9","12.6","81","0.9","V","4.7","310","0.0","0.0","0.0","0.41","1.8","","10.0"
"18","763.7","3147.9","14.9","12.3","84","1.1","100","5.9","100","0.0","0.0","0.0","0.06","...","","..."
"19","764.2","3153.9","14.4","11.8","84","0.9","150","4.4","170","0.0","0.0","0.0","0.00","...","","..."
"20","765.1","3164.5","14.2","9.9","75","0.6","220","5.6","180","0.0","0.0","...","0.00","28.0","","1.0"
"21","765.5","3169.4","13.9","10.3","79","0.7","80","2.8","140","0.0","0.0","...","0.00","28.0","","0.0"
"22","766.0","3177.7","13.3","10.2","81","1.1","100","3.2","140","0.0","0.0","...","0.00","...","","..."
"23","766.1","3180.0","12.7","9.8","82","0.8","50","2.8","110","0.0","0.0","...","0.00","...","","..."
"24","765.8","3177.1","13.0","10.1","83","0.6","150","3.0","90","0.0","0.0","...","0.00","...","","..."
