"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","996.8","...","25.4","...","90","1.3","101","...","...","0.0","...","...","...","...","...","..."
"02","996.3","...","25.3","...","89","1.4","109","...","...","0.0","...","...","...","...","...","..."
"03","996.5","...","25.6","...","88","1.5","107","...","...","0.0","...","...","...","...","...","..."
"04","996.5","...","25.6","...","88","0.4","158","...","...","0.0","...","...","...","...","...","..."
"05","996.4","...","24.9","...","91","0.8","112","...","...","0.0","...","...","...","...","...","..."
"06","996.4","...","25.6","...","86","0.9","74","...","...","0.0","...","...","...","...","...","..."
"07","996.3","...","27.8","...","83","0.3","162","...","...","0.0","...","...","...","...","...","..."
"08","996.0","...","29.8","...","71","0.4","322","...","...","0.0","...","...","...","...","...","..."
"09","996.5","...","30.4","...","68","1.4","279","...","...","0.0","...","...","...","...","...","..."
"10","996.8","...","31.1","...","60","1.3","312","...","...","0.0","...","...","...","...","...","..."
"11","996.8","...","31.4","...","64","1.6","301","...","...","0.0","...","...","...","...","...","..."
"12","996.4","...","32.9","...","61","0.4","252","...","...","0.0","...","...","...","...","...","..."
"13","995.7","...","31.7","...","68","1.8","354","...","...","0.0","...","...","...","...","...","..."
"14","995.4","...","31.3","...","69","2.8","303","...","...","0.0","...","...","...","...","...","..."
"15","995.9","...","25.7","...","97","2.2","95","...","...","20.0","...","...","...","...","...","..."
"16","995.6","...","26.8","...","96","1.5","76","...","...","23.5","...","...","...","...","...","..."
"17","995.9","...","27.3","...","91","1.8","71","...","...","0.0","...","...","...","...","...","..."
"18","996.5","...","27.6","...","91","1.6","68","...","...","0.0","...","...","...","...","...","..."
"19","996.9","...","27.2","...","88","1.3","87","...","...","0.0","...","...","...","...","...","..."
"20","997.4","...","27.4","...","89","1.3","82","...","...","0.0","...","...","...","...","...","..."
"21","998.0","...","27.3","...","89","1.2","91","...","...","0.0","...","...","...","...","...","..."
"22","998.7","...","27.2","...","88","0.6","52","...","...","0.0","...","...","...","...","...","..."
"23","998.6","...","26.5","...","93","1.4","40","...","...","0.0","...","...","...","...","...","..."
"24","998.0","...","26.5","...","92","0.8","72","...","...","0.0","...","...","...","...","...","..."
